Hour,Day_Num,Month,Is_Weekend,Crime_Severity_Score,Latitude,Longitude,District,Ward,Beat,Community Area,Arrest,Domestic,Primary Type,Is_Night,TSNE1,TSNE2,Time_Period
13,0,9,0,6,41.816713456,-87.612446891,2,4,221,38,1,1,BATTERY,0,-1.8361394,2.013001,Day (6AM-8PM)
7,1,2,0,6,41.653745791,-87.599937561,5,10,533,54,0,0,ASSAULT,0,-8.086955,-3.1125677,Day (6AM-8PM)
20,6,5,1,2,41.758197903,-87.565147656,4,7,421,43,0,1,OTHER OFFENSE,1,-0.051117983,5.630006,Night (8PM-6AM)
3,1,9,0,3,41.867767171,-87.719569986,11,24,1133,29,0,0,CRIMINAL DAMAGE,1,2.3964121,-9.841687,Night (8PM-6AM)
12,3,8,0,3,41.879153611,-87.651091369,12,34,1232,28,0,0,THEFT,0,2.9480681,-10.658907,Day (6AM-8PM)
8,5,3,1,5,41.887108845,-87.653349783,12,27,1214,28,0,0,MOTOR VEHICLE THEFT,0,2.6205738,9.502205,Day (6AM-8PM)
12,4,3,0,2,41.790155464,-87.771971009,8,13,811,56,0,0,OTHER OFFENSE,0,-1.6114371,-7.7374463,Day (6AM-8PM)
9,0,12,0,2,41.801311993,-87.62425679,2,3,225,40,0,0,OTHER OFFENSE,0,-9.404941,-7.8690796,Day (6AM-8PM)
2,3,3,0,6,41.750433336,-87.607636954,6,6,624,44,0,1,BATTERY,1,-10.931469,1.2776263,Night (8PM-6AM)
14,1,10,0,3,41.736930377,-87.584391221,4,8,412,45,0,0,CRIMINAL TRESPASS,0,-6.7816377,-9.299327,Day (6AM-8PM)
12,4,8,0,5,41.939505586,-87.765142417,16,30,1633,15,0,0,BURGLARY,0,4.3149333,-3.844684,Day (6AM-8PM)
15,2,10,0,3,41.885347387,-87.627929824,1,42,111,32,0,0,THEFT,0,-0.9801632,-3.3610296,Day (6AM-8PM)
11,2,6,0,3,41.939262335,-87.71335694,17,35,1732,21,1,0,THEFT,0,3.3724456,0.036736626,Day (6AM-8PM)
22,5,7,1,5,41.765265239,-87.566496576,3,5,334,43,0,0,BURGLARY,1,-4.6762137,6.5523973,Night (8PM-6AM)
12,0,5,0,6,41.749657947,-87.66342156,6,17,612,71,0,0,BATTERY,0,-6.059685,-2.8845873,Day (6AM-8PM)
6,3,5,0,5,41.793612114,-87.615951236,2,20,233,40,0,0,MOTOR VEHICLE THEFT,0,-10.327989,-3.4168537,Day (6AM-8PM)
12,3,1,0,3,41.884650262,-87.627915459,1,42,111,32,0,0,THEFT,0,-0.94300556,-5.5434585,Day (6AM-8PM)
19,0,6,0,3,41.706204287,-87.699685293,22,19,2211,74,0,0,DECEPTIVE PRACTICE,0,-7.199677,4.705919,Day (6AM-8PM)
12,3,1,0,3,41.698577912,-87.719940056,22,19,2211,74,0,0,DECEPTIVE PRACTICE,0,-6.679589,4.4459395,Day (6AM-8PM)
18,6,4,1,3,41.799594757,-87.58499696,2,5,234,41,0,0,THEFT,0,-1.7187291,11.258875,Day (6AM-8PM)
14,4,4,0,3,41.814147812,-87.727488518,8,14,815,57,0,0,CRIMINAL DAMAGE,0,-1.5798059,-8.474891,Day (6AM-8PM)
10,0,9,0,3,41.908938854,-87.801497147,25,29,2513,25,0,0,CRIMINAL TRESPASS,0,13.260905,0.54270697,Day (6AM-8PM)
19,5,2,1,3,41.874095762,-87.673124235,12,27,1231,28,0,0,CRIMINAL DAMAGE,0,4.0737066,13.366115,Day (6AM-8PM)
12,0,4,0,6,41.76016295,-87.566399721,3,7,334,43,0,0,BATTERY,0,-8.968922,-1.8437278,Day (6AM-8PM)
16,6,6,1,3,41.903287652,-87.670983202,12,1,1213,24,0,0,THEFT,0,0.95756245,12.950707,Day (6AM-8PM)
18,6,2,1,3,41.809471582,-87.610741752,2,4,221,38,0,0,CRIMINAL DAMAGE,0,-1.56702,10.956018,Day (6AM-8PM)
23,4,9,0,3,41.855190551,-87.623871195,1,3,132,33,0,1,THEFT,1,-7.360084,0.6982492,Night (8PM-6AM)
16,2,1,0,3,41.786067927,-87.647378435,7,16,712,68,0,0,THEFT,0,-2.7527504,-9.027069,Day (6AM-8PM)
11,3,11,0,6,41.824063418,-87.669015689,9,12,912,59,0,1,BATTERY,0,-9.292669,4.929917,Day (6AM-8PM)
23,2,6,0,6,41.930978369,-87.78643029,25,36,2511,19,0,1,BATTERY,1,7.06617,2.7075214,Night (8PM-6AM)
21,2,7,0,3,41.678237739,-87.68073427,22,19,2212,75,0,0,THEFT,1,-7.243697,4.7654276,Night (8PM-6AM)
0,4,11,0,6,41.69810136,-87.699882015,22,19,2211,74,0,1,BATTERY,1,-4.4906373,3.2132978,Night (8PM-6AM)
16,3,9,0,3,41.882388174,-87.642676955,1,34,121,28,0,0,CRIMINAL DAMAGE,0,-0.8971025,-3.5466416,Day (6AM-8PM)
5,5,7,1,3,42.012988486,-87.687549391,24,50,2411,2,0,0,THEFT,1,8.641169,8.178684,Night (8PM-6AM)
22,6,7,1,5,41.883961175,-87.688552891,12,27,1222,28,0,0,WEAPONS VIOLATION,1,2.3184762,7.989556,Night (8PM-6AM)
14,4,3,0,3,41.902619325,-87.645067068,18,27,1822,8,0,0,DECEPTIVE PRACTICE,0,11.963775,-3.519512,Day (6AM-8PM)
16,5,12,1,3,41.865239573,-87.695866917,10,28,1023,29,0,0,THEFT,0,5.5687366,12.526918,Day (6AM-8PM)
12,0,10,0,3,41.749737947,-87.665850391,6,17,611,71,0,0,CRIMINAL DAMAGE,0,-1.9681866,-10.970228,Day (6AM-8PM)
22,3,7,0,4,41.803515121,-87.743044463,8,14,815,56,1,0,PROSTITUTION,1,-0.83950984,-1.7667435,Night (8PM-6AM)
0,0,6,0,3,41.730650465,-87.58551195,4,8,413,48,0,0,THEFT,1,-6.663037,-6.431982,Night (8PM-6AM)
22,2,10,0,3,41.779121068,-87.656918917,7,16,724,67,0,0,THEFT,1,-1.5691266,-11.897316,Night (8PM-6AM)
0,5,3,1,6,41.754315957,-87.610158653,6,6,624,69,0,1,BATTERY,1,-0.22604932,8.418704,Night (8PM-6AM)
22,5,8,1,6,41.917608382,-87.743713755,25,26,2522,19,0,1,BATTERY,1,4.782596,4.413619,Night (8PM-6AM)
7,1,3,0,3,41.930906002,-87.644017035,19,43,1935,7,0,0,THEFT,0,9.865114,-3.7708123,Day (6AM-8PM)
2,6,6,1,2,41.997085606,-87.65560155,24,48,2433,77,0,1,OTHER OFFENSE,1,6.137928,4.7114716,Night (8PM-6AM)
15,3,6,0,2,41.816041501,-87.723882944,8,14,821,57,0,0,OTHER OFFENSE,0,-1.2959821,-9.063744,Day (6AM-8PM)
11,5,8,1,3,41.682500489,-87.656668814,5,21,524,53,0,1,CRIMINAL DAMAGE,0,0.19477543,5.8027873,Day (6AM-8PM)
17,1,3,0,5,41.906876843,-87.720352713,25,26,2535,23,0,0,MOTOR VEHICLE THEFT,0,11.802855,-0.7489849,Day (6AM-8PM)
20,6,3,1,6,41.76559446,-87.621050648,3,6,322,69,0,1,BATTERY,1,-0.2589951,8.602005,Night (8PM-6AM)
0,1,6,0,2,41.947611552,-87.691128356,19,47,1921,5,0,0,OTHER OFFENSE,1,8.162292,-4.116744,Night (8PM-6AM)
19,0,7,0,6,41.880751096,-87.723855981,11,28,1122,26,0,0,BATTERY,0,1.3030989,-4.0195236,Day (6AM-8PM)
21,2,6,0,6,41.953200658,-87.765428866,16,30,1633,15,0,1,ASSAULT,1,9.011897,2.9581873,Night (8PM-6AM)
11,0,12,0,6,41.772912595,-87.698109008,8,15,831,66,0,1,BATTERY,0,-9.206236,4.895764,Day (6AM-8PM)
8,6,11,1,2,41.947065901,-87.724970811,17,30,1732,16,0,0,OTHER OFFENSE,0,6.016121,10.17949,Day (6AM-8PM)
9,3,5,0,6,41.866235211,-87.720473094,11,24,1133,29,0,0,ASSAULT,0,2.2634947,-5.5897946,Day (6AM-8PM)
7,0,5,0,3,41.868184336,-87.641372316,1,28,124,28,0,0,THEFT,0,-1.4734713,-4.814072,Day (6AM-8PM)
11,2,5,0,3,41.735239121,-87.6411598,22,21,2223,71,0,0,THEFT,0,-6.7827573,4.59936,Day (6AM-8PM)
17,1,12,0,3,41.89491906,-87.757236921,15,37,1524,25,0,0,THEFT,0,7.804767,-9.343781,Day (6AM-8PM)
1,6,4,1,5,41.916061763,-87.742331812,25,36,2533,19,0,0,BURGLARY,1,8.335413,5.6125736,Night (8PM-6AM)
18,0,3,0,4,41.860419537,-87.709152299,10,24,1021,29,1,0,NARCOTICS,0,2.9551134,-1.7836738,Day (6AM-8PM)
17,3,6,0,3,41.868541914,-87.639235361,1,28,124,28,0,0,THEFT,0,-0.7594974,-4.6559896,Day (6AM-8PM)
0,1,12,0,2,42.006582982,-87.672024741,24,49,2431,1,0,0,OTHER OFFENSE,1,7.8319197,-5.0876956,Night (8PM-6AM)
13,1,7,0,3,41.904394115,-87.630001432,18,2,1824,8,0,0,THEFT,0,0.157507,-8.190227,Day (6AM-8PM)
20,3,8,0,3,41.808765177,-87.611435608,2,3,223,38,0,0,CRIMINAL DAMAGE,1,-8.940711,-10.152075,Night (8PM-6AM)
6,0,1,0,6,41.774925674,-87.699375941,8,15,831,66,0,0,BATTERY,0,-5.066637,-3.8883655,Day (6AM-8PM)
22,4,6,0,3,41.84908512,-87.710047944,10,22,1024,30,1,0,CRIMINAL DAMAGE,1,1.951679,-1.4130144,Night (8PM-6AM)
5,1,4,0,6,41.937226486,-87.730430379,25,31,2523,21,1,1,BATTERY,1,1.0354023,1.6070715,Night (8PM-6AM)
8,4,11,0,3,41.88171846,-87.627760426,1,34,112,32,1,0,THEFT,0,-4.8488483,1.1617553,Day (6AM-8PM)
17,4,1,0,3,41.757567866,-87.605364858,6,6,624,69,0,0,CRIMINAL DAMAGE,0,-4.326041,-9.122716,Day (6AM-8PM)
7,0,4,0,4,41.894967474,-87.719956067,11,27,1112,23,1,0,NARCOTICS,0,3.3610172,-1.008103,Day (6AM-8PM)
16,0,1,0,3,41.72991452,-87.660457782,22,21,2221,73,0,0,THEFT,0,-6.736045,4.397143,Day (6AM-8PM)
3,3,8,0,5,41.809264126,-87.70975185,8,12,821,58,0,0,MOTOR VEHICLE THEFT,1,-4.7763853,-4.7047496,Night (8PM-6AM)
15,6,7,1,3,41.930946496,-87.788962647,25,36,2512,19,0,0,THEFT,0,9.377779,5.349101,Day (6AM-8PM)
11,0,11,0,7,42.008943202,-87.676364174,24,49,2424,1,0,0,ROBBERY,0,6.3273387,-1.7368841,Day (6AM-8PM)
23,3,11,0,3,41.69981086,-87.710890971,22,19,2211,74,0,0,THEFT,1,-7.36203,4.887918,Night (8PM-6AM)
15,4,5,0,3,41.806678037,-87.749243525,8,22,814,56,0,0,CRIMINAL DAMAGE,0,-1.3987035,-8.621989,Day (6AM-8PM)
21,4,11,0,6,41.925681769,-87.701883719,14,1,1414,22,0,0,BATTERY,1,0.4704471,-6.784717,Night (8PM-6AM)
22,1,3,0,3,41.88899528,-87.770731891,15,29,1512,25,0,0,CRIMINAL DAMAGE,1,6.538888,-9.054872,Night (8PM-6AM)
6,2,12,0,3,41.837770503,-87.724370391,10,22,1031,30,0,0,THEFT,0,2.0148509,-10.846837,Day (6AM-8PM)
13,3,3,0,6,41.96828488,-87.724073979,17,33,1723,14,0,1,BATTERY,0,8.475703,2.436206,Day (6AM-8PM)
16,5,8,1,3,41.974432325,-87.701310455,20,40,2031,4,0,0,THEFT,0,7.884211,9.723628,Day (6AM-8PM)
18,2,2,0,3,41.994019837,-87.713281946,17,50,1711,13,1,0,THEFT,0,3.9304829,0.17034271,Day (6AM-8PM)
23,1,5,0,3,41.843605517,-87.638888383,9,11,914,60,0,0,THEFT,1,-1.8063403,-10.22815,Night (8PM-6AM)
12,3,3,0,3,41.86821682,-87.6304532,1,34,123,32,1,0,THEFT,0,-4.6712303,1.1545566,Day (6AM-8PM)
16,4,8,0,3,41.780487636,-87.632636659,7,20,711,68,0,0,THEFT,0,-2.2839127,-11.130213,Day (6AM-8PM)
22,6,7,1,3,41.65867297,-87.602692139,5,10,533,54,0,1,THEFT,1,0.018859977,5.610745,Night (8PM-6AM)
0,4,7,0,3,41.824290693,-87.712588881,9,12,911,58,0,0,DECEPTIVE PRACTICE,1,-3.0643947,-5.8626695,Night (8PM-6AM)
16,6,3,1,5,41.907499293,-87.665168348,14,1,1433,24,0,0,MOTOR VEHICLE THEFT,0,0.90109295,12.375863,Day (6AM-8PM)
0,3,8,0,3,41.92138794,-87.748690928,25,26,2522,19,0,0,CRIMINAL DAMAGE,1,12.514188,0.6797721,Night (8PM-6AM)
8,0,9,0,3,41.878498359,-87.635213281,1,42,122,32,0,0,THEFT,0,-1.374064,-4.0123734,Day (6AM-8PM)
19,5,11,1,6,41.864035852,-87.659042335,12,28,1233,28,0,0,ASSAULT,0,1.9725573,7.7380705,Day (6AM-8PM)
13,5,6,1,6,41.89628652,-87.653972346,12,27,1213,24,0,0,BATTERY,0,2.3344214,8.832247,Day (6AM-8PM)
12,5,5,1,3,41.911151209,-87.63598179,18,2,1814,7,0,0,THEFT,0,0.982443,12.860668,Day (6AM-8PM)
12,5,3,1,3,41.886931097,-87.631559173,1,42,122,32,0,0,THEFT,0,-2.0548673,7.933982,Day (6AM-8PM)
21,0,2,0,5,41.732718873,-87.569536318,4,7,413,48,0,0,MOTOR VEHICLE THEFT,1,-8.797338,-0.61730564,Night (8PM-6AM)
8,3,1,0,6,41.684809877,-87.642147208,5,21,524,53,0,0,BATTERY,0,-6.7441688,-3.5205343,Day (6AM-8PM)
3,5,12,1,3,41.949489231,-87.730730236,17,30,1732,16,0,0,CRIMINAL TRESPASS,1,5.3419337,10.02204,Night (8PM-6AM)
16,0,9,0,6,41.699039558,-87.61842406,5,9,513,49,0,0,BATTERY,0,-8.933735,-2.196764,Day (6AM-8PM)
17,5,6,1,2,41.740561209,-87.666835817,6,18,614,71,0,1,OTHER OFFENSE,0,0.28585577,5.678419,Day (6AM-8PM)
0,1,7,0,3,41.824041442,-87.692192271,9,12,911,58,0,0,THEFT,1,-3.1545653,-6.0136194,Night (8PM-6AM)
19,0,12,0,6,41.763528614,-87.565340653,3,7,334,43,1,1,BATTERY,0,-1.8628262,2.0325398,Day (6AM-8PM)
16,6,6,1,3,41.736509402,-87.54444873,4,10,424,46,0,1,CRIMINAL DAMAGE,0,-0.096840456,5.6823106,Day (6AM-8PM)
15,2,3,0,3,41.876655574,-87.71085966,11,28,1134,27,0,0,CRIMINAL DAMAGE,0,5.1523395,-10.225449,Day (6AM-8PM)
11,2,8,0,6,41.779776542,-87.643009194,7,16,711,68,0,0,ASSAULT,0,-6.0391726,-2.9868653,Day (6AM-8PM)
14,3,8,0,3,41.880803517,-87.62535056,1,34,112,32,0,0,THEFT,0,-0.9032194,-3.8406188,Day (6AM-8PM)
0,5,3,1,6,41.952807898,-87.712869089,17,35,1732,16,0,0,ASSAULT,1,4.6498313,8.83862,Night (8PM-6AM)
8,2,10,0,2,41.689728802,-87.667902646,22,19,2212,75,0,1,OTHER OFFENSE,0,-4.9765196,3.0076852,Day (6AM-8PM)
6,2,10,0,3,41.887316005,-87.652187075,12,27,1214,28,0,0,THEFT,0,2.260529,-10.714513,Day (6AM-8PM)
12,4,1,0,7,41.886849113,-87.634766141,1,42,122,32,1,0,ROBBERY,0,-4.526678,1.0437195,Day (6AM-8PM)
16,0,9,0,6,41.776500412,-87.683570213,8,16,825,66,0,0,ASSAULT,0,-5.105226,-2.0237687,Day (6AM-8PM)
14,3,10,0,3,41.966001258,-87.679592733,19,47,1911,4,0,0,CRIMINAL DAMAGE,0,9.842079,-6.362705,Day (6AM-8PM)
15,0,4,0,6,41.874188914,-87.629209138,1,4,123,32,1,0,BATTERY,0,-3.708666,0.20089541,Day (6AM-8PM)
19,2,7,0,3,41.905516604,-87.673476544,14,1,1424,24,0,0,CRIMINAL DAMAGE,0,0.80533236,-9.677927,Day (6AM-8PM)
18,2,7,0,3,41.935137774,-87.649094759,19,44,1934,6,0,0,THEFT,0,11.156642,-5.5190067,Day (6AM-8PM)
12,5,7,1,6,41.870829345,-87.716419864,11,24,1133,27,0,1,BATTERY,0,3.0488591,5.989784,Day (6AM-8PM)
10,4,6,0,3,41.967338345,-87.704770866,17,33,1713,14,0,0,THEFT,0,6.7043486,-7.2352805,Day (6AM-8PM)
13,3,1,0,3,41.887717361,-87.731399256,11,28,1114,26,0,0,THEFT,0,4.9556174,-9.558988,Day (6AM-8PM)
17,4,8,0,3,41.891200669,-87.646460427,12,27,1214,24,0,0,THEFT,0,4.00203,-12.331345,Day (6AM-8PM)
11,4,6,0,2,41.742431873,-87.706152055,8,18,834,70,0,0,OTHER OFFENSE,0,-1.8370677,-8.939139,Day (6AM-8PM)
14,5,12,1,6,41.761181918,-87.612735241,3,6,323,69,0,1,ASSAULT,0,0.29814556,9.448441,Day (6AM-8PM)
11,0,6,0,3,41.782672714,-87.698859652,8,15,823,66,0,1,CRIMINAL DAMAGE,0,-7.448174,2.4847198,Day (6AM-8PM)
2,6,8,1,5,41.784708168,-87.625444428,3,20,311,40,0,0,WEAPONS VIOLATION,1,-4.611702,8.531721,Night (8PM-6AM)
16,6,8,1,2,41.795590096,-87.65005669,9,16,934,61,0,1,OTHER OFFENSE,0,0.28392324,5.6942444,Day (6AM-8PM)
22,4,4,0,6,41.850057698,-87.697236236,10,24,1033,30,1,1,BATTERY,1,0.053094923,1.3941383,Night (8PM-6AM)
12,5,1,1,2,41.894771119,-87.771129303,15,29,1511,25,0,1,OTHER OFFENSE,0,5.1048965,5.7352023,Day (6AM-8PM)
0,0,11,0,5,41.736829617,-87.71302512,8,18,834,70,0,0,MOTOR VEHICLE THEFT,1,-4.6642704,-4.5502377,Night (8PM-6AM)
19,4,7,0,3,41.754592961,-87.741528537,8,18,833,65,1,0,CRIMINAL TRESPASS,0,-0.8228818,-1.5741112,Day (6AM-8PM)
9,0,9,0,3,41.855574302,-87.71189003,10,24,1024,29,0,0,CRIMINAL DAMAGE,0,2.3732727,-11.179116,Day (6AM-8PM)
10,0,9,0,3,42.010379467,-87.663724772,24,49,2423,1,0,0,DECEPTIVE PRACTICE,0,9.364144,-2.538644,Day (6AM-8PM)
7,3,6,0,3,41.93883609,-87.746072695,25,31,2521,19,1,0,THEFT,0,3.0266507,2.3695571,Day (6AM-8PM)
5,6,8,1,3,41.773085006,-87.568335406,3,5,331,43,0,0,CRIMINAL DAMAGE,1,-3.4704692,10.412435,Night (8PM-6AM)
19,1,6,0,3,41.924411485,-87.685191364,14,32,1432,22,0,0,THEFT,0,5.697563,-11.307209,Day (6AM-8PM)
3,4,10,0,3,41.817459799,-87.632384186,9,3,925,37,0,0,CRIMINAL DAMAGE,1,-4.9736257,-6.257305,Night (8PM-6AM)
16,6,12,1,6,41.857988682,-87.654117214,12,25,1235,31,0,0,ASSAULT,0,1.8940532,7.7564073,Day (6AM-8PM)
21,5,3,1,5,41.89680182,-87.634209574,18,2,1832,8,1,0,WEAPONS VIOLATION,1,1.2956783,4.9487877,Night (8PM-6AM)
0,0,4,0,5,41.8032982,-87.653195042,9,20,933,61,0,1,OFFENSE INVOLVING CHILDREN,1,-9.110696,3.699334,Night (8PM-6AM)
16,2,2,0,3,41.849223644,-87.691353626,10,25,1034,30,0,0,THEFT,0,5.1719365,-10.395845,Day (6AM-8PM)
9,1,4,0,3,41.772907566,-87.683470834,8,16,832,66,0,0,DECEPTIVE PRACTICE,0,-2.6979284,-7.561285,Day (6AM-8PM)
11,2,4,0,6,41.862500822,-87.706338361,10,24,1022,29,1,1,BATTERY,0,0.10745848,1.3592345,Day (6AM-8PM)
16,4,7,0,6,41.947317986,-87.649787936,19,44,1924,6,0,0,ASSAULT,0,5.980413,-1.3594573,Day (6AM-8PM)
16,5,9,1,6,41.735931109,-87.653642482,6,17,613,71,0,0,BATTERY,0,-7.420922,7.291363,Day (6AM-8PM)
19,5,3,1,3,41.87678464,-87.638617422,1,28,121,28,0,0,THEFT,0,-2.0322666,7.9098544,Day (6AM-8PM)
2,4,3,0,3,41.712502483,-87.634364397,22,9,2232,73,0,0,CRIMINAL DAMAGE,1,-6.439462,4.720597,Night (8PM-6AM)
12,0,4,0,3,41.868541914,-87.639235361,1,28,124,28,0,0,THEFT,0,-1.0859885,-5.1029716,Day (6AM-8PM)
9,4,1,0,6,41.767531585,-87.5751132,3,5,331,43,0,1,ASSAULT,0,-11.727855,1.1529357,Day (6AM-8PM)
21,6,11,1,5,41.774585814,-87.694499752,8,15,831,66,1,0,WEAPONS VIOLATION,1,-1.6530668,5.606534,Night (8PM-6AM)
15,3,12,0,3,41.92824117,-87.742965403,25,31,2521,19,0,0,THEFT,0,13.653811,0.1778009,Day (6AM-8PM)
13,0,4,0,3,41.834201033,-87.663865352,9,12,912,59,0,0,CRIMINAL TRESPASS,0,-2.2492824,-7.8338017,Day (6AM-8PM)
9,6,6,1,2,42.017029838,-87.671029647,24,49,2422,1,0,1,OTHER OFFENSE,0,5.440645,5.2576733,Day (6AM-8PM)
12,3,8,0,5,41.797572754,-87.601263259,2,5,233,41,0,0,MOTOR VEHICLE THEFT,0,-11.080647,-3.146557,Day (6AM-8PM)
14,2,4,0,6,41.85144072,-87.731856942,10,22,1013,29,0,0,ASSAULT,0,1.5841519,-5.329078,Day (6AM-8PM)
4,5,10,1,3,41.728084315,-87.656762174,22,21,2222,73,0,1,CRIMINAL DAMAGE,1,-3.7333908,3.7144978,Night (8PM-6AM)
14,0,3,0,2,41.862541286,-87.651781949,12,28,1232,28,0,1,OTHER OFFENSE,0,5.370707,0.4592515,Day (6AM-8PM)
16,2,7,0,6,41.921082882,-87.643759003,18,43,1812,7,0,0,BATTERY,0,6.0709686,-1.520575,Day (6AM-8PM)
22,3,2,0,3,41.997031894,-87.6604655,24,48,2433,77,0,0,CRIMINAL DAMAGE,1,11.642401,5.2276645,Night (8PM-6AM)
21,3,6,0,5,41.793386662,-87.634131727,7,20,711,68,0,0,WEAPONS VIOLATION,1,-5.372199,-1.3168181,Night (8PM-6AM)
9,2,1,0,2,41.708561201,-87.62354835,5,9,511,49,0,1,OTHER OFFENSE,0,-6.290692,1.693029,Day (6AM-8PM)
0,5,11,1,3,41.826688398,-87.665480953,9,11,912,59,0,0,CRIMINAL DAMAGE,1,-6.902953,11.07034,Night (8PM-6AM)
18,6,2,1,3,41.86821682,-87.6304532,1,34,123,32,0,0,THEFT,0,-2.0322387,7.8881516,Day (6AM-8PM)
15,2,8,0,3,41.954535555,-87.651221802,19,46,1915,3,0,0,THEFT,0,10.277424,-5.672435,Day (6AM-8PM)
4,5,3,1,6,41.860492929,-87.705498969,10,24,1022,29,1,1,ASSAULT,1,0.02998864,2.9779992,Night (8PM-6AM)
6,4,8,0,3,41.856275694,-87.712694471,10,24,1021,29,0,0,CRIMINAL DAMAGE,0,2.8193605,-10.235161,Day (6AM-8PM)
1,2,5,0,6,42.017938142,-87.682056576,24,49,2424,1,0,1,BATTERY,1,7.8343816,1.6894337,Night (8PM-6AM)
20,4,5,0,3,41.769452949,-87.6087643,3,6,321,42,0,0,THEFT,1,-7.5551553,-10.898397,Night (8PM-6AM)
18,1,5,0,3,41.930896787,-87.697587655,14,1,1411,22,0,0,THEFT,0,0.76043576,-9.626585,Day (6AM-8PM)
22,0,5,0,6,41.857742251,-87.669702413,12,25,1234,31,0,0,ASSAULT,1,0.8716938,-4.3672743,Night (8PM-6AM)
0,4,4,0,3,41.744973301,-87.596602719,4,8,411,45,0,0,DECEPTIVE PRACTICE,1,-6.6762176,-6.548095,Night (8PM-6AM)
18,4,3,0,6,41.794591289,-87.723198732,8,23,822,62,1,0,ASSAULT,0,-1.3947718,-1.888125,Day (6AM-8PM)
12,2,10,0,3,41.894243758,-87.634138304,18,42,1831,8,0,0,DECEPTIVE PRACTICE,0,9.650808,-6.2629066,Day (6AM-8PM)
14,5,9,1,3,41.87706571,-87.768431424,15,29,1513,25,0,0,THEFT,0,5.7931743,11.26582,Day (6AM-8PM)
22,5,7,1,3,41.900761282,-87.770463323,15,29,1511,25,0,0,CRIMINAL DAMAGE,1,6.097778,11.325099,Night (8PM-6AM)
10,1,5,0,3,41.951391724,-87.644958028,19,46,1925,6,0,0,THEFT,0,9.7772045,-4.303231,Day (6AM-8PM)
0,0,9,0,3,41.697111694,-87.609877135,5,9,513,49,0,0,DECEPTIVE PRACTICE,1,-6.3432293,-6.037161,Night (8PM-6AM)
12,2,3,0,6,41.893891869,-87.754340898,15,37,1531,25,0,1,BATTERY,0,8.858117,2.5467591,Day (6AM-8PM)
16,3,5,0,5,41.755957881,-87.657162192,6,17,612,71,0,1,OFFENSE INVOLVING CHILDREN,0,-11.004266,4.7604957,Day (6AM-8PM)
12,6,3,1,6,41.882361996,-87.737986083,11,28,1113,26,0,1,BATTERY,0,3.309716,5.8107715,Day (6AM-8PM)
7,6,4,1,6,41.896685066,-87.627683859,18,42,1833,8,1,0,BATTERY,0,3.0007377,3.5497,Day (6AM-8PM)
22,6,7,1,6,41.880972165,-87.758753958,15,37,1522,25,1,0,BATTERY,1,1.9067131,3.8461227,Night (8PM-6AM)
15,5,7,1,3,41.934027924,-87.670885751,19,32,1931,6,0,0,THEFT,0,8.383115,10.011758,Day (6AM-8PM)
11,2,4,0,3,41.779807275,-87.765938431,8,13,812,64,0,0,CRIMINAL DAMAGE,0,-1.7070853,-7.42585,Day (6AM-8PM)
0,2,8,0,3,41.875647275,-87.763501614,15,29,1522,25,0,0,DECEPTIVE PRACTICE,1,5.22028,-6.626377,Night (8PM-6AM)
16,0,3,0,3,41.766247597,-87.575997062,3,5,331,43,0,0,DECEPTIVE PRACTICE,0,-7.149236,-10.385812,Day (6AM-8PM)
12,5,6,1,3,41.892882668,-87.674524804,12,36,1221,24,0,0,DECEPTIVE PRACTICE,0,4.479725,12.37199,Day (6AM-8PM)
2,1,6,0,3,41.966059402,-87.737155987,17,39,1722,14,0,0,CRIMINAL DAMAGE,1,5.7331033,-6.3781776,Night (8PM-6AM)
9,6,6,1,6,41.853176323,-87.724796887,10,24,1012,29,0,0,BATTERY,0,2.8780093,9.413989,Day (6AM-8PM)
23,4,3,0,5,41.997765594,-87.687879909,24,50,2412,2,0,0,MOTOR VEHICLE THEFT,1,7.7527766,-0.7389172,Night (8PM-6AM)
6,2,7,0,6,41.874062086,-87.625986741,1,4,123,32,1,0,BATTERY,0,-3.3822696,0.60888803,Day (6AM-8PM)
16,3,5,0,3,41.836378406,-87.634574024,9,11,915,34,0,0,THEFT,0,0.49649262,-12.25004,Day (6AM-8PM)
10,1,7,0,3,42.009109527,-87.666659615,24,49,2431,1,0,0,CRIMINAL TRESPASS,0,9.216018,-2.3581285,Day (6AM-8PM)
19,6,10,1,3,41.963070794,-87.655984213,19,46,1913,3,0,0,THEFT,0,7.855896,9.876517,Day (6AM-8PM)
3,5,5,1,2,41.857713393,-87.671835452,12,25,1234,31,0,1,OTHER OFFENSE,1,4.9046545,5.9321876,Night (8PM-6AM)
12,2,4,0,6,41.74981542,-87.650084246,6,17,612,71,0,0,BATTERY,0,-6.179351,-2.8064737,Day (6AM-8PM)
15,1,3,0,2,41.858200139,-87.729822365,10,24,1012,29,0,0,OTHER OFFENSE,0,5.152361,-10.146084,Day (6AM-8PM)
15,5,2,1,6,41.766025213,-87.644435915,7,6,732,68,0,0,BATTERY,0,-7.1799426,6.8950744,Day (6AM-8PM)
2,0,12,0,5,41.918122721,-87.677634566,14,32,1432,22,0,0,BURGLARY,1,3.927306,-5.6268077,Night (8PM-6AM)
19,2,1,0,3,41.891678767,-87.627551654,18,42,1834,8,0,0,THEFT,0,11.969865,-3.4867625,Day (6AM-8PM)
