Hour,Day_Num,Month,Is_Weekend,Crime_Severity_Score,Latitude,Longitude,District,Ward,Beat,Community Area,Arrest,Domestic,Primary Type,Is_Night,TSNE1,TSNE2,Time_Period
11,0,11,0,4,41.988630807,-87.812829371,16,41,1612,10,1,0,NARCOTICS,0,2.3010137,0.39637572,Day (6AM-8PM)
17,1,4,0,2,41.92627761,-87.742685853,25,31,2521,19,1,1,OTHER OFFENSE,0,1.523014,1.572644,Day (6AM-8PM)
0,6,3,1,3,41.693465281,-87.637561949,22,21,2233,49,1,0,CRIMINAL DAMAGE,1,-3.079711,3.033688,Night (8PM-6AM)
14,2,5,0,3,41.939081232,-87.728277456,17,30,1731,16,0,0,DECEPTIVE PRACTICE,0,6.5878687,-7.830887,Day (6AM-8PM)
11,4,4,0,3,41.924228431,-87.747117979,25,31,2522,19,0,0,DECEPTIVE PRACTICE,0,13.073346,1.6665605,Day (6AM-8PM)
19,5,7,1,3,41.929674746,-87.670739697,19,32,1931,7,0,0,CRIMINAL DAMAGE,0,8.574277,10.100188,Day (6AM-8PM)
7,1,12,0,5,41.729260989,-87.56336036,4,7,423,48,1,0,WEAPONS VIOLATION,0,-2.4004214,0.09823432,Day (6AM-8PM)
23,3,6,0,5,41.677109708,-87.625091031,5,9,522,53,0,0,BURGLARY,1,-7.4365287,-0.8630902,Night (8PM-6AM)
7,6,6,1,4,41.83835106,-87.707297083,10,22,1032,30,1,0,NARCOTICS,0,0.8496045,4.344741,Day (6AM-8PM)
12,3,7,0,3,41.783930736,-87.67038711,7,15,714,67,0,0,THEFT,0,-2.0651727,-9.627874,Day (6AM-8PM)
16,3,2,0,5,41.87224693,-87.657223027,12,28,1231,28,0,0,MOTOR VEHICLE THEFT,0,0.9140388,-5.28688,Day (6AM-8PM)
0,5,10,1,6,41.727762417,-87.682273817,22,19,2221,72,1,1,BATTERY,1,-3.1386316,3.2400942,Night (8PM-6AM)
7,1,2,0,5,41.795845325,-87.591227263,2,5,234,41,0,0,MOTOR VEHICLE THEFT,0,-9.930195,-3.515012,Day (6AM-8PM)
10,6,11,1,6,41.967852547,-87.662758305,19,46,1913,3,0,0,BATTERY,0,6.5666056,7.363403,Day (6AM-8PM)
4,2,12,0,3,41.808708043,-87.596815584,2,4,222,39,0,0,THEFT,1,-9.021835,-6.9609957,Night (8PM-6AM)
11,3,10,0,6,41.793832664,-87.681994331,9,16,932,63,0,1,ASSAULT,0,-9.340904,4.9496384,Day (6AM-8PM)
17,3,11,0,3,41.882003426,-87.695233947,12,27,1222,27,0,0,THEFT,0,2.8772466,-12.461605,Day (6AM-8PM)
10,5,12,1,3,41.936916343,-87.672098127,19,32,1931,6,0,0,THEFT,0,7.465041,9.868347,Day (6AM-8PM)
22,6,12,1,7,41.886018055,-87.633937881,1,42,122,32,0,0,ARSON,1,-2.3482063,7.343438,Night (8PM-6AM)
10,4,3,0,6,41.766925938,-87.614082231,3,6,322,69,0,0,ASSAULT,0,-7.728652,-3.0349858,Day (6AM-8PM)
10,4,1,0,5,41.893983593,-87.634677382,18,42,1831,8,0,0,MOTOR VEHICLE THEFT,0,7.391668,-2.1063535,Day (6AM-8PM)
21,6,3,1,6,41.908430535,-87.638509526,18,27,1821,8,0,1,BATTERY,1,3.3436246,5.231175,Night (8PM-6AM)
0,5,8,1,8,41.881441785,-87.667837814,12,27,1224,28,0,0,CRIMINAL SEXUAL ASSAULT,1,2.7769506,10.039404,Night (8PM-6AM)
9,4,5,0,2,41.683978218,-87.615270364,5,9,532,53,0,0,OTHER OFFENSE,0,-4.781295,-8.397479,Day (6AM-8PM)
1,3,9,0,6,41.765033206,-87.599459636,3,5,324,69,1,1,ASSAULT,1,-1.622987,1.8579752,Night (8PM-6AM)
11,5,9,1,5,41.858985411,-87.714430296,10,24,1021,29,1,0,WEAPONS VIOLATION,0,1.0806239,4.304146,Day (6AM-8PM)
4,3,10,0,3,41.963647298,-87.699762457,17,33,1724,14,0,0,THEFT,1,7.0476537,-6.16627,Night (8PM-6AM)
7,2,3,0,3,41.835486947,-87.651078289,9,11,913,60,0,0,THEFT,0,-2.7265942,-7.5397305,Day (6AM-8PM)
8,2,1,0,2,41.80171934,-87.630703621,2,20,225,37,1,0,OTHER OFFENSE,0,-2.707502,0.46194,Day (6AM-8PM)
22,1,3,0,6,41.901607568,-87.625348532,18,42,1824,8,1,1,BATTERY,1,1.0796834,1.5607417,Night (8PM-6AM)
14,5,2,1,3,41.902275555,-87.706772215,11,26,1121,23,0,0,THEFT,0,3.9414613,12.896964,Day (6AM-8PM)
7,3,10,0,6,41.773096197,-87.671327201,7,16,726,67,0,1,BATTERY,0,-9.23287,4.739322,Day (6AM-8PM)
16,4,6,0,3,41.926110363,-87.761141912,25,30,2515,19,0,0,THEFT,0,13.539981,1.5087966,Day (6AM-8PM)
7,4,7,0,10,41.737771151,-87.534822726,4,10,424,46,1,0,HOMICIDE,0,-3.8451164,0.50663954,Day (6AM-8PM)
19,1,7,0,3,41.884493583,-87.626980736,1,42,111,32,0,0,THEFT,0,-0.81089437,-4.0825906,Day (6AM-8PM)
10,4,10,0,6,41.706070186,-87.653645803,22,21,2232,73,0,0,ASSAULT,0,-5.6453404,4.158567,Day (6AM-8PM)
16,6,8,1,5,41.961253689,-87.697657333,17,33,1724,16,0,0,BURGLARY,0,4.609361,7.8750877,Day (6AM-8PM)
23,5,2,1,2,41.768471889,-87.612913929,3,6,322,69,0,0,OTHER OFFENSE,1,-3.8592749,11.973515,Night (8PM-6AM)
8,1,8,0,3,41.966338818,-87.679114943,19,47,1911,4,0,0,THEFT,0,9.222639,-5.0164986,Day (6AM-8PM)
17,1,9,0,6,41.653736007,-87.595407587,5,10,533,54,0,1,BATTERY,0,-11.727988,3.0611625,Day (6AM-8PM)
1,5,10,1,3,41.776025923,-87.607088217,3,20,321,42,0,0,CRIMINAL DAMAGE,1,-3.4164922,10.420163,Night (8PM-6AM)
4,5,8,1,2,41.862897867,-87.711224399,10,24,1021,29,0,0,OTHER OFFENSE,1,3.4433115,11.537684,Night (8PM-6AM)
20,6,6,1,3,41.852198325,-87.674377204,10,25,1034,31,1,0,THEFT,1,1.5872493,4.281667,Night (8PM-6AM)
17,4,11,0,3,41.963147421,-87.687861744,19,47,1911,4,0,0,CRIMINAL TRESPASS,0,10.010157,-6.5638876,Day (6AM-8PM)
17,4,6,0,3,41.850517353,-87.627031661,1,3,131,33,0,0,THEFT,0,-9.056869,-10.011529,Day (6AM-8PM)
3,5,2,1,6,41.953958097,-87.701365724,17,33,1724,16,0,1,BATTERY,1,3.9801672,5.308787,Night (8PM-6AM)
17,2,10,0,6,41.882167028,-87.711044863,11,28,1123,27,0,0,ASSAULT,0,1.8084235,-3.2646682,Day (6AM-8PM)
17,3,5,0,3,41.771674133,-87.572421309,3,5,331,43,0,1,CRIMINAL DAMAGE,0,-6.467715,1.3216816,Day (6AM-8PM)
16,0,6,0,3,41.891990384,-87.611461502,18,42,1834,8,0,0,THEFT,0,10.979171,-5.144957,Day (6AM-8PM)
8,2,7,0,3,41.718652011,-87.666135538,22,19,2213,72,0,0,THEFT,0,-6.96873,4.8545036,Day (6AM-8PM)
19,5,5,1,5,41.748637183,-87.656418152,6,17,612,71,0,0,MOTOR VEHICLE THEFT,0,-7.6886253,6.7728386,Day (6AM-8PM)
20,6,8,1,7,41.751015284,-87.620816057,6,6,623,69,0,0,ROBBERY,1,-5.8781266,6.561057,Night (8PM-6AM)
23,2,9,0,3,41.873200953,-87.658923982,12,34,1231,28,0,0,THEFT,1,3.8176513,-12.641692,Night (8PM-6AM)
16,6,2,1,7,41.909283882,-87.773062964,25,29,2531,25,0,0,SEX OFFENSE,0,8.219505,4.965026,Day (6AM-8PM)
19,6,11,1,6,41.867234401,-87.641301791,1,28,124,28,0,0,BATTERY,0,-2.45413,7.364092,Day (6AM-8PM)
15,4,10,0,3,41.741950206,-87.721671014,8,18,834,70,0,0,THEFT,0,-0.999343,-10.415464,Day (6AM-8PM)
8,4,4,0,3,41.832071291,-87.616978684,2,4,211,35,0,0,CRIMINAL DAMAGE,0,-8.243037,-8.031736,Day (6AM-8PM)
10,3,7,0,5,41.749560291,-87.662205914,6,17,612,71,0,0,OFFENSE INVOLVING CHILDREN,0,-5.993784,-2.9009976,Day (6AM-8PM)
21,2,6,0,3,41.772292259,-87.657214289,7,17,724,67,0,0,THEFT,1,-1.8730688,-10.678878,Night (8PM-6AM)
18,1,12,0,3,41.938245886,-87.721853351,25,35,2523,21,0,0,DECEPTIVE PRACTICE,0,13.812338,0.17079213,Day (6AM-8PM)
8,6,12,1,6,41.726032339,-87.581810629,4,8,413,48,0,1,BATTERY,0,0.1496551,9.742928,Day (6AM-8PM)
2,3,8,0,5,41.746722291,-87.622886318,6,6,631,44,0,0,MOTOR VEHICLE THEFT,1,-9.536093,-4.682012,Night (8PM-6AM)
22,6,1,1,3,41.750539778,-87.608848768,6,6,624,44,0,0,THEFT,1,-3.072798,11.809535,Night (8PM-6AM)
17,3,8,0,2,41.974861952,-87.890372151,16,41,1655,76,0,0,PUBLIC PEACE VIOLATION,0,5.500208,2.786559,Day (6AM-8PM)
8,1,2,0,2,41.751516641,-87.583173571,4,8,414,46,1,0,OTHER OFFENSE,0,-2.4310083,0.27459785,Day (6AM-8PM)
1,6,4,1,5,41.932672488,-87.675695789,19,32,1931,5,0,0,BURGLARY,1,6.7327437,6.16994,Night (8PM-6AM)
17,5,9,1,3,41.983266316,-87.677893446,20,40,2012,4,0,0,CRIMINAL DAMAGE,0,7.8558583,9.753789,Day (6AM-8PM)
18,5,7,1,6,41.911716715,-87.772795537,25,29,2531,25,0,1,BATTERY,0,4.8045163,4.404902,Day (6AM-8PM)
19,5,9,1,6,41.918775112,-87.744867772,25,26,2522,19,0,0,ASSAULT,0,8.23627,4.981416,Day (6AM-8PM)
2,1,10,0,5,41.872019169,-87.751421116,15,29,1533,25,0,0,MOTOR VEHICLE THEFT,1,4.4100523,-5.506891,Night (8PM-6AM)
14,0,3,0,6,41.779620623,-87.653679946,7,16,712,68,1,0,BATTERY,0,-1.9799888,-1.5327762,Day (6AM-8PM)
14,1,6,0,5,41.943995904,-87.707753336,17,35,1733,21,0,0,MOTOR VEHICLE THEFT,0,4.7326713,-3.5473232,Day (6AM-8PM)
10,1,3,0,3,41.742991296,-87.632025815,6,21,622,44,0,0,THEFT,0,-4.140631,-11.414344,Day (6AM-8PM)
19,2,9,0,3,41.769148666,-87.584423485,3,5,332,43,0,0,THEFT,0,-7.5561633,-10.138402,Day (6AM-8PM)
3,4,2,0,5,41.892622637,-87.704001773,12,27,1221,23,0,0,MOTOR VEHICLE THEFT,1,2.8399546,-6.6107593,Night (8PM-6AM)
8,2,4,0,3,41.802064797,-87.618640688,2,3,231,40,0,0,CRIMINAL DAMAGE,0,-8.066923,-7.9566817,Day (6AM-8PM)
10,3,9,0,3,41.777740745,-87.631760999,7,6,722,68,1,0,CRIMINAL DAMAGE,0,-1.6087786,-0.18938415,Day (6AM-8PM)
16,1,12,0,2,41.763456466,-87.579306774,3,5,333,43,0,0,OTHER OFFENSE,0,-6.9271493,-9.441171,Day (6AM-8PM)
14,6,6,1,3,41.819446427,-87.619867204,2,3,213,38,0,0,THEFT,0,-1.495497,11.346195,Day (6AM-8PM)
16,3,8,0,3,41.958205249,-87.705706239,17,33,1724,16,0,0,DECEPTIVE PRACTICE,0,8.152425,-8.267913,Day (6AM-8PM)
22,0,4,0,3,41.837566517,-87.647294804,9,11,913,60,0,1,CRIMINAL DAMAGE,1,-6.7954407,2.1337035,Night (8PM-6AM)
9,3,1,0,6,41.90174914,-87.726275422,11,37,1112,23,0,0,ASSAULT,0,2.299751,-5.7276907,Day (6AM-8PM)
23,3,1,0,5,41.931389677,-87.757184491,25,31,2514,19,0,0,BURGLARY,1,11.945042,-0.7297341,Night (8PM-6AM)
0,4,8,0,6,41.737745455,-87.558730367,4,7,423,46,0,0,BATTERY,1,-9.892757,-4.647645,Night (8PM-6AM)
3,1,10,0,3,41.858594819,-87.627214427,1,3,131,33,0,0,CRIMINAL DAMAGE,1,-9.065195,-7.0987687,Night (8PM-6AM)
7,3,11,0,3,41.788987036,-87.74147999,8,13,813,56,0,0,DECEPTIVE PRACTICE,0,-1.6600884,-7.4170413,Day (6AM-8PM)
20,4,6,0,5,41.679042758,-87.623924058,5,9,522,53,0,1,MOTOR VEHICLE THEFT,1,-12.059667,3.6916733,Night (8PM-6AM)
8,2,4,0,6,41.749574714,-87.557704997,4,7,422,46,0,1,BATTERY,0,-11.565308,1.327166,Day (6AM-8PM)
20,1,5,0,3,41.883500187,-87.627876698,1,34,111,32,1,0,THEFT,1,-4.7408867,1.1524546,Night (8PM-6AM)
20,1,6,0,3,41.892017399,-87.624165306,18,42,1834,8,0,0,DECEPTIVE PRACTICE,1,11.496981,-5.457415,Night (8PM-6AM)
14,0,6,0,3,41.88565961,-87.647764729,12,27,1214,28,0,0,CRIMINAL DAMAGE,0,4.1885514,-10.647596,Day (6AM-8PM)
16,1,5,0,3,41.882553868,-87.624383802,1,34,112,32,0,0,THEFT,0,-0.89295065,-4.798767,Day (6AM-8PM)
10,5,2,1,3,41.762429136,-87.651621855,7,17,733,68,0,1,THEFT,0,0.35591888,5.768581,Day (6AM-8PM)
10,1,6,0,3,41.93054576,-87.744994797,25,31,2521,19,0,0,THEFT,0,13.05417,0.99820864,Day (6AM-8PM)
1,1,7,0,6,41.901267158,-87.76231515,15,37,1524,25,1,1,BATTERY,1,0.521803,1.4284506,Night (8PM-6AM)
13,3,12,0,6,41.772296804,-87.620290973,3,6,322,69,0,1,BATTERY,0,-11.158009,3.0331733,Day (6AM-8PM)
22,4,12,0,5,41.822817641,-87.693202398,9,12,921,58,1,0,WEAPONS VIOLATION,1,-1.0175093,-1.7643878,Night (8PM-6AM)
14,2,9,0,5,41.7515006,-87.585343286,4,8,411,43,0,0,WEAPONS VIOLATION,0,-9.878243,-2.074235,Day (6AM-8PM)
10,5,3,1,4,41.769683848,-87.666376817,7,17,725,67,0,0,NARCOTICS,0,-5.655292,10.672614,Day (6AM-8PM)
19,5,7,1,3,41.932759488,-87.668407152,19,32,1932,6,0,0,DECEPTIVE PRACTICE,0,8.582284,10.095252,Day (6AM-8PM)
23,1,5,0,6,41.769063592,-87.571484404,3,5,331,43,1,1,BATTERY,1,-1.7864264,2.006623,Night (8PM-6AM)
7,5,8,1,3,41.80859321,-87.665577234,9,15,924,61,1,0,THEFT,0,-1.4836081,5.277794,Day (6AM-8PM)
15,0,1,0,2,41.907056567,-87.634586291,18,2,1821,8,0,0,OTHER OFFENSE,0,0.2365205,-8.502761,Day (6AM-8PM)
2,3,11,0,7,41.977162203,-87.657835554,20,48,2023,77,0,0,ROBBERY,1,11.380248,4.6549063,Night (8PM-6AM)
21,5,6,1,3,41.913193235,-87.648344566,18,2,1813,7,0,0,THEFT,1,0.90826595,12.874575,Night (8PM-6AM)
10,2,3,0,6,41.878886971,-87.724226209,11,28,1122,26,0,0,ASSAULT,0,2.1502979,-5.7263713,Day (6AM-8PM)
1,2,9,0,6,41.735684302,-87.608326943,6,8,632,44,0,1,BATTERY,1,-10.252455,1.7685913,Night (8PM-6AM)
11,0,9,0,3,41.969078381,-87.65560801,20,46,2024,3,0,0,THEFT,0,9.6405325,-5.5179353,Day (6AM-8PM)
9,1,2,0,6,41.754270987,-87.64482916,6,17,621,71,0,1,ASSAULT,0,-10.08555,3.9833446,Day (6AM-8PM)
18,5,5,1,6,41.881742451,-87.750958339,15,28,1532,25,1,0,BATTERY,0,1.8032199,3.89442,Day (6AM-8PM)
9,5,8,1,6,41.92968145,-87.794206521,25,36,2512,18,0,1,BATTERY,0,4.804463,4.4148426,Day (6AM-8PM)
10,0,9,0,3,41.872307808,-87.742914955,11,24,1131,25,0,0,CRIMINAL DAMAGE,0,2.3927925,-11.187837,Day (6AM-8PM)
0,0,5,0,6,41.89318177,-87.6345943,18,42,1831,8,0,0,ASSAULT,1,6.790073,-3.175011,Night (8PM-6AM)
6,0,11,0,3,41.759507932,-87.6597822,7,17,734,67,0,0,CRIMINAL DAMAGE,0,-3.2569983,-8.961045,Day (6AM-8PM)
10,2,8,0,5,41.701937844,-87.560797155,4,10,434,51,0,0,BURGLARY,0,-9.460332,-3.2432463,Day (6AM-8PM)
18,3,5,0,3,41.910457302,-87.678940081,14,32,1434,24,0,0,THEFT,0,5.8167696,-11.199011,Day (6AM-8PM)
10,1,1,0,3,41.764188634,-87.592295942,3,8,324,43,0,1,CRIMINAL DAMAGE,0,-6.2051635,1.5471573,Day (6AM-8PM)
3,6,12,1,3,41.812505323,-87.604434996,2,4,221,39,0,0,CRIMINAL DAMAGE,1,-2.7096772,10.928333,Night (8PM-6AM)
12,1,8,0,3,41.809518931,-87.607370281,2,4,223,38,0,0,CRIMINAL DAMAGE,0,-8.883055,-8.592665,Day (6AM-8PM)
6,1,1,0,6,41.682627045,-87.674195589,22,19,2212,75,0,0,BATTERY,0,-5.5163865,4.45814,Day (6AM-8PM)
10,3,8,0,2,41.893285756,-87.656538409,12,27,1214,24,0,1,OTHER OFFENSE,0,5.430521,0.69606334,Day (6AM-8PM)
7,2,3,0,3,41.737496318,-87.587861731,4,8,412,45,1,0,DECEPTIVE PRACTICE,0,-2.432637,0.23716798,Day (6AM-8PM)
4,0,8,0,5,41.741526601,-87.705713833,8,18,834,70,0,0,MOTOR VEHICLE THEFT,1,-5.0291533,-4.513891,Night (8PM-6AM)
13,3,8,0,3,41.753792523,-87.728005128,8,18,833,65,0,0,DECEPTIVE PRACTICE,0,-1.2283238,-9.647547,Day (6AM-8PM)
1,0,4,0,5,41.802604981,-87.676968822,9,15,931,61,1,0,WEAPONS VIOLATION,1,-0.8785201,-0.42180833,Night (8PM-6AM)
9,3,3,0,3,41.848930483,-87.690457331,10,25,1034,30,0,0,DECEPTIVE PRACTICE,0,4.319652,-9.303503,Day (6AM-8PM)
10,2,11,0,3,41.794406612,-87.583931489,2,5,235,41,0,0,CRIMINAL TRESPASS,0,-8.892072,-8.216509,Day (6AM-8PM)
22,4,6,0,6,41.834086398,-87.64860894,9,11,913,60,0,1,BATTERY,1,-11.202497,5.2435937,Night (8PM-6AM)
16,1,3,0,3,42.003537812,-87.671224782,24,49,2432,1,0,0,CRIMINAL DAMAGE,0,9.175175,-1.5376137,Day (6AM-8PM)
6,5,3,1,6,41.938090593,-87.708807095,14,35,1412,21,1,1,BATTERY,0,0.2925475,2.8667665,Day (6AM-8PM)
11,6,6,1,6,41.73809141,-87.56694085,4,8,412,46,0,0,ASSAULT,0,-5.129403,7.438279,Day (6AM-8PM)
3,0,8,0,6,41.872484426,-87.640892683,1,28,124,28,0,0,BATTERY,1,-2.493451,-3.8867471,Night (8PM-6AM)
5,4,2,0,3,41.911758366,-87.721808638,25,26,2535,23,0,0,THEFT,1,12.437243,1.4597489,Night (8PM-6AM)
3,4,1,0,5,41.794296825,-87.583929101,2,5,235,41,0,0,MOTOR VEHICLE THEFT,1,-10.530383,-4.3609443,Night (8PM-6AM)
12,5,3,1,5,41.795249204,-87.581846018,2,5,235,41,0,0,MOTOR VEHICLE THEFT,0,-4.7402425,7.3364716,Day (6AM-8PM)
2,2,10,0,6,41.730850434,-87.602515923,6,8,633,47,0,1,BATTERY,1,-10.246016,1.809238,Night (8PM-6AM)
6,6,4,1,3,41.975303861,-87.653563486,20,48,2024,3,0,0,THEFT,0,9.261803,7.926729,Day (6AM-8PM)
11,4,1,0,3,41.832233,-87.646140874,9,11,915,60,0,0,DECEPTIVE PRACTICE,0,-2.557336,-8.055826,Day (6AM-8PM)
14,3,5,0,3,41.953540189,-87.737132972,17,30,1731,16,0,0,THEFT,0,6.6178317,-7.8234735,Day (6AM-8PM)
1,6,11,1,5,41.935094598,-87.798053027,25,36,2511,18,0,0,BURGLARY,1,8.256546,5.5762773,Night (8PM-6AM)
8,4,4,0,3,41.926261042,-87.766068398,25,30,2515,19,0,0,THEFT,0,12.817098,1.5444531,Day (6AM-8PM)
16,5,7,1,3,41.85102174,-87.618954852,1,4,132,33,0,0,CRIMINAL DAMAGE,0,-1.3202746,11.568708,Day (6AM-8PM)
11,0,6,0,6,41.925133828,-87.640191373,18,43,1814,7,0,0,BATTERY,0,6.6040807,-1.9533409,Day (6AM-8PM)
12,6,11,1,3,41.790745458,-87.593200253,2,5,235,41,0,0,THEFT,0,-1.8354367,12.323176,Day (6AM-8PM)
10,3,3,0,6,41.960493543,-87.710676751,17,33,1724,16,0,1,BATTERY,0,8.448626,2.2861135,Day (6AM-8PM)
16,6,11,1,3,41.903603648,-87.677268862,14,1,1424,24,0,0,THEFT,0,0.89380383,12.791615,Day (6AM-8PM)
9,5,5,1,3,41.754592961,-87.741528537,8,18,833,65,0,0,THEFT,0,-6.065596,11.5424595,Day (6AM-8PM)
14,3,8,0,6,41.774419127,-87.700579731,8,15,831,66,1,1,BATTERY,0,-1.1285924,1.7488765,Day (6AM-8PM)
15,4,7,0,6,41.903077492,-87.683673325,12,1,1212,24,0,0,BATTERY,0,0.8025758,-6.91542,Day (6AM-8PM)
8,0,7,0,3,41.924277399,-87.636526022,18,43,1814,7,0,0,CRIMINAL DAMAGE,0,9.568713,-5.0479264,Day (6AM-8PM)
14,4,12,0,6,41.782132982,-87.702010828,8,15,823,66,0,0,STALKING,0,-4.6747065,-2.905448,Day (6AM-8PM)
18,5,3,1,3,41.725030227,-87.649863356,22,21,2222,73,1,0,CRIMINAL DAMAGE,0,-3.135146,2.9220169,Day (6AM-8PM)
20,3,10,0,4,41.767908748,-87.680794016,8,17,832,66,1,0,NARCOTICS,1,-1.0726976,-1.5933319,Night (8PM-6AM)
0,1,7,0,6,41.784514852,-87.653411928,7,16,712,68,0,1,ASSAULT,1,-9.14511,3.8077557,Night (8PM-6AM)
16,0,7,0,5,41.861407008,-87.658133845,12,28,1233,28,0,0,MOTOR VEHICLE THEFT,0,0.88107103,-3.5975225,Day (6AM-8PM)
0,6,12,1,8,41.851044582,-87.691129874,10,25,1034,30,0,0,CRIMINAL SEXUAL ASSAULT,1,2.7799475,10.068916,Night (8PM-6AM)
17,0,1,0,7,41.858177245,-87.72860019,10,24,1012,29,0,0,ARSON,0,1.2378014,-5.3621416,Day (6AM-8PM)
11,1,4,0,3,41.887902159,-87.636903101,18,42,1831,8,0,0,THEFT,0,10.570813,-3.98118,Day (6AM-8PM)
16,0,3,0,7,41.764767468,-87.624890245,3,6,323,69,0,0,ARSON,0,-7.4286017,-1.5017207,Day (6AM-8PM)
20,5,8,1,6,41.873845465,-87.763183491,15,29,1522,25,0,0,ASSAULT,1,3.1996324,7.771688,Night (8PM-6AM)
22,4,3,0,6,41.856581054,-87.719985296,10,24,1014,29,1,1,ASSAULT,1,0.0730128,1.3994285,Night (8PM-6AM)
18,4,12,0,3,41.901170711,-87.771693958,15,29,1511,25,0,0,THEFT,0,7.650998,-9.430621,Day (6AM-8PM)
12,6,7,1,3,41.743240897,-87.603797174,6,8,632,44,0,1,THEFT,0,-0.061784785,5.7685404,Day (6AM-8PM)
12,4,8,0,3,41.883216931,-87.628673023,1,34,111,32,0,0,THEFT,0,-0.9323147,-3.8493423,Day (6AM-8PM)
3,5,9,1,3,41.953885576,-87.65453007,19,46,1923,6,0,0,THEFT,1,8.1877575,7.7833543,Night (8PM-6AM)
2,3,12,0,3,41.760081493,-87.561203395,3,7,334,43,1,0,CRIMINAL TRESPASS,1,-2.0304646,0.39411536,Night (8PM-6AM)
11,2,6,0,3,41.975469804,-87.734093075,17,39,1712,13,1,0,THEFT,0,3.4862695,0.08639143,Day (6AM-8PM)
20,3,1,0,4,41.886850504,-87.620700551,1,42,114,32,1,0,NARCOTICS,1,-4.656109,1.1357198,Night (8PM-6AM)
18,4,7,0,6,41.872145726,-87.722935381,11,24,1133,26,1,0,BATTERY,0,1.5565767,-1.2141995,Day (6AM-8PM)
23,5,5,1,6,41.858649552,-87.695675409,10,24,1022,29,0,0,BATTERY,1,2.4790874,8.406165,Night (8PM-6AM)
11,5,12,1,4,41.854587258,-87.732165161,10,24,1012,29,1,0,NARCOTICS,0,1.1063087,4.321342,Day (6AM-8PM)
12,2,10,0,3,41.692833841,-87.60431945,5,9,531,50,0,1,THEFT,0,-8.06864,1.2672849,Day (6AM-8PM)
4,4,8,0,5,41.800776752,-87.657472405,9,20,934,61,0,0,MOTOR VEHICLE THEFT,1,-5.143183,-4.7999287,Night (8PM-6AM)
7,1,8,0,3,41.980791917,-87.666134923,20,48,2013,77,0,0,DECEPTIVE PRACTICE,0,11.734865,5.4068027,Day (6AM-8PM)
20,0,9,0,3,41.86514333,-87.732481131,10,24,1011,29,0,0,CRIMINAL DAMAGE,1,3.5117168,-12.335181,Night (8PM-6AM)
19,0,3,0,6,41.750617628,-87.645630459,6,17,621,71,0,0,ASSAULT,0,-5.7693014,-1.5756406,Day (6AM-8PM)
9,2,2,0,3,41.703496822,-87.625149423,5,9,512,49,0,0,CRIMINAL DAMAGE,0,-5.034376,-7.8563294,Day (6AM-8PM)
1,3,7,0,3,41.953403504,-87.748438872,16,45,1634,15,0,0,CRIMINAL DAMAGE,1,5.903925,-6.2062063,Night (8PM-6AM)
12,3,4,0,3,41.931574051,-87.711516699,14,35,1412,22,0,0,THEFT,0,5.7877474,-8.557733,Day (6AM-8PM)
16,4,5,0,5,41.749982305,-87.644024788,6,17,621,71,0,0,MOTOR VEHICLE THEFT,0,-5.9015737,-1.7953612,Day (6AM-8PM)
11,0,8,0,6,41.89962607,-87.672754798,12,36,1212,24,0,0,ASSAULT,0,2.511641,-3.679226,Day (6AM-8PM)
0,3,1,0,5,41.976847046,-87.842706989,16,41,1614,76,0,0,BURGLARY,1,5.5243587,2.8322618,Night (8PM-6AM)
0,1,5,0,3,41.877726094,-87.628737019,1,4,113,32,0,0,DECEPTIVE PRACTICE,1,-8.420543,-6.896298,Night (8PM-6AM)
23,4,10,0,3,41.874498877,-87.713957534,11,28,1133,27,0,1,DECEPTIVE PRACTICE,1,5.3293147,0.72369206,Night (8PM-6AM)
0,6,4,1,6,41.777984888,-87.739832354,8,13,813,64,0,1,BATTERY,1,0.26637647,7.3538513,Night (8PM-6AM)
12,5,9,1,3,41.883173608,-87.741570031,11,28,1113,25,0,0,DECEPTIVE PRACTICE,0,5.280768,12.335606,Day (6AM-8PM)
9,1,1,0,6,41.763504118,-87.695449074,8,18,831,66,0,0,BATTERY,0,-5.044438,-3.6510215,Day (6AM-8PM)
14,4,3,0,6,41.839991916,-87.72565211,10,22,1031,30,0,0,BATTERY,0,1.5210918,-5.3766007,Day (6AM-8PM)
18,1,10,0,3,41.930946496,-87.788962647,25,36,2512,19,0,0,THEFT,0,13.805956,0.38594052,Day (6AM-8PM)
10,0,1,0,4,41.717775119,-87.614037164,5,9,511,49,1,0,NARCOTICS,0,-2.438634,-0.4782092,Day (6AM-8PM)
0,5,12,1,3,41.757234418,-87.650276775,6,17,612,71,0,0,THEFT,1,-6.909528,11.0956135,Night (8PM-6AM)
4,4,8,0,6,41.880180784,-87.694657201,11,27,1125,27,0,1,BATTERY,1,9.325158,0.83073056,Night (8PM-6AM)
13,2,3,0,4,41.759538642,-87.605423219,3,6,323,69,1,0,NARCOTICS,0,-2.3544552,-0.4737974,Day (6AM-8PM)
6,6,1,1,5,41.938911911,-87.795723934,16,38,1632,17,0,0,MOTOR VEHICLE THEFT,0,4.602865,8.803392,Day (6AM-8PM)
8,3,7,0,3,41.815221883,-87.72199049,8,14,821,57,0,0,THEFT,0,-1.9511118,-7.162546,Day (6AM-8PM)
10,2,4,0,2,41.967007592,-87.727991211,17,39,1722,14,0,0,OTHER OFFENSE,0,6.3626595,-7.4697986,Day (6AM-8PM)
