Latitude,Longitude,Arrest,Primary Type,KMeans_Geo,DBSCAN_Geo,Hierarchical_Geo
41.897990433,-87.721275175,0,CRIMINAL DAMAGE,1,0,1
41.88652124,-87.617178654,0,ASSAULT,0,0,6
41.84369899,-87.724534379,1,OTHER OFFENSE,1,0,1
41.942781761,-87.794658556,0,THEFT,3,0,4
41.875316805,-87.721664132,0,THEFT,1,0,1
41.764900898,-87.576943938,0,THEFT,5,0,7
41.696777472,-87.538907436,0,DECEPTIVE PRACTICE,5,0,7
41.745773374,-87.558853741,0,BATTERY,5,0,7
41.749681142,-87.673117976,0,THEFT,7,0,0
41.949361002,-87.649549222,1,OTHER OFFENSE,4,0,2
41.722133485,-87.59934358,0,CRIMINAL DAMAGE,5,0,5
41.762026485,-87.579275866,0,BATTERY,5,0,7
41.910701335,-87.733681585,0,ASSAULT,1,0,1
41.896714548,-87.625340136,1,THEFT,0,0,6
41.884270108,-87.648991452,0,THEFT,0,0,6
41.787866755,-87.773102025,0,BURGLARY,7,0,0
41.783080724,-87.620549159,0,BATTERY,2,0,3
41.876950765,-87.711146877,0,BATTERY,1,0,1
41.772201212,-87.702980719,0,ASSAULT,7,0,0
41.792936194,-87.749008923,0,CRIMINAL DAMAGE,7,0,0
41.876813755,-87.71576012,0,ASSAULT,1,0,1
41.91779363,-87.675753044,0,ROBBERY,4,0,2
41.756308361,-87.576088271,0,OTHER OFFENSE,5,0,7
41.766025213,-87.644435915,0,ASSAULT,2,0,0
41.748465764,-87.668894176,0,BATTERY,6,0,0
41.881205735,-87.763220885,1,BATTERY,3,0,1
41.817377776,-87.623052413,0,ASSAULT,2,0,3
41.812502972,-87.599325191,0,BURGLARY,2,0,3
41.935522153,-87.717983581,0,DECEPTIVE PRACTICE,1,0,1
41.789719443,-87.655975118,0,CRIMINAL DAMAGE,2,0,0
41.863826438,-87.722662084,1,NARCOTICS,1,0,1
41.809160622,-87.630956102,0,THEFT,2,0,3
41.707875123,-87.657226804,0,CRIMINAL DAMAGE,6,0,5
42.000332475,-87.679340769,0,OTHER OFFENSE,4,0,2
41.721735914,-87.576552933,0,BATTERY,5,0,7
41.854098702,-87.695518731,0,ASSAULT,1,0,1
41.939205339,-87.718065787,0,THEFT,1,0,1
41.811302591,-87.663825061,0,BATTERY,7,0,0
41.953972726,-87.698545833,0,THEFT,4,0,1
41.747615502,-87.605990338,0,ASSAULT,2,0,3
41.763522012,-87.69422464,0,THEFT,7,0,0
41.795098028,-87.594074318,0,MOTOR VEHICLE THEFT,2,0,3
41.844345008,-87.717536811,0,ASSAULT,1,0,1
41.756094931,-87.644659401,0,BATTERY,6,0,5
41.691766454,-87.662001505,1,NARCOTICS,6,0,5
41.892590923,-87.723556122,0,CRIMINAL DAMAGE,1,0,1
41.831664789,-87.681423796,0,BURGLARY,7,0,0
41.764581624,-87.561127448,0,BATTERY,5,0,7
41.914431379,-87.730134267,0,CRIMINAL DAMAGE,1,0,1
41.95791428,-87.753166126,0,OTHER OFFENSE,3,0,4
41.904871691,-87.630014558,0,THEFT,0,0,6
41.745480702,-87.728658522,0,BATTERY,7,0,0
41.814997466,-87.666369113,0,ASSAULT,7,0,0
41.752228116,-87.594291575,0,OTHER OFFENSE,5,0,3
41.751372781,-87.596566194,1,ASSAULT,5,0,3
41.884474087,-87.650065271,0,ASSAULT,0,0,6
41.968672937,-87.741069877,0,CRIMINAL DAMAGE,3,0,1
41.799985483,-87.603931416,0,BATTERY,2,0,3
41.748465764,-87.668894176,0,CRIMINAL TRESPASS,6,0,0
41.878021113,-87.641604029,0,THEFT,0,0,6
41.87921386,-87.69993621,0,BATTERY,1,0,1
41.964145815,-87.660999165,0,MOTOR VEHICLE THEFT,4,0,2
41.70720388,-87.68164629,1,CRIMINAL DAMAGE,6,0,5
41.888077697,-87.653372561,0,CRIMINAL DAMAGE,0,0,6
41.774176052,-87.599711025,0,THEFT,2,0,3
41.878645554,-87.639577692,0,DECEPTIVE PRACTICE,0,0,6
41.777784913,-87.775503186,0,CRIMINAL DAMAGE,7,0,0
41.76444827,-87.565388333,1,WEAPONS VIOLATION,5,0,7
41.856559915,-87.661282939,0,OTHER OFFENSE,0,0,6
41.85609181,-87.71881534,1,BATTERY,1,0,1
41.884918663,-87.655624167,0,MOTOR VEHICLE THEFT,0,0,6
41.894587815,-87.712628543,1,NARCOTICS,1,0,1
41.979738594,-87.692710749,1,NARCOTICS,4,0,2
41.924096122,-87.756757716,0,BATTERY,3,0,1
41.997417195,-87.707727042,0,BURGLARY,4,0,1
41.738654169,-87.650983003,0,ASSAULT,6,0,5
41.860577494,-87.733122246,0,MOTOR VEHICLE THEFT,1,0,1
41.838048427,-87.613488215,0,ROBBERY,2,0,3
41.673644634,-87.64056828,1,OTHER OFFENSE,6,0,5
41.949555731,-87.648609742,0,DECEPTIVE PRACTICE,4,0,2
41.844651934,-87.698306393,0,CRIMINAL DAMAGE,1,0,1
41.76680404,-87.605619683,1,NARCOTICS,2,0,3
41.967040741,-87.781963169,0,BATTERY,3,0,4
41.692615785,-87.620303929,0,ASSAULT,6,0,5
41.71557103,-87.643055717,0,CRIMINAL TRESPASS,6,0,5
41.877594356,-87.639552342,0,THEFT,0,0,6
41.927368055,-87.704626867,1,INTERFERENCE WITH PUBLIC OFFICER,1,0,1
41.793087575,-87.736286291,0,OTHER OFFENSE,7,0,0
41.803501905,-87.732030425,0,MOTOR VEHICLE THEFT,7,0,0
41.72732288,-87.617158102,0,BATTERY,6,0,3
41.90823931,-87.640925221,0,ROBBERY,0,0,6
41.775429728,-87.640753492,0,ASSAULT,2,0,0
41.899863212,-87.701734094,0,MOTOR VEHICLE THEFT,1,0,2
41.753133791,-87.670788403,0,CRIMINAL DAMAGE,7,0,0
41.810805856,-87.601725179,0,MOTOR VEHICLE THEFT,2,0,3
41.826330517,-87.66907297,0,MOTOR VEHICLE THEFT,7,0,0
41.750341321,-87.603940329,0,ASSAULT,2,0,3
41.921098715,-87.694407322,0,CRIMINAL DAMAGE,1,0,1
41.898278453,-87.695534766,0,MOTOR VEHICLE THEFT,1,0,2
41.864278658,-87.659733638,0,BATTERY,0,0,6
41.879503218,-87.626763965,0,PUBLIC PEACE VIOLATION,0,0,6
41.850895953,-87.718633837,0,THEFT,1,0,1
41.884231489,-87.696669693,0,ROBBERY,1,0,1
41.903261332,-87.672607125,0,THEFT,0,0,2
41.74981542,-87.650084246,0,BATTERY,6,0,5
41.765396989,-87.579353697,0,MOTOR VEHICLE THEFT,5,0,7
41.791243922,-87.703490919,0,BURGLARY,7,0,0
41.811994486,-87.619667456,0,THEFT,2,0,3
41.870110801,-87.681235242,0,MOTOR VEHICLE THEFT,1,0,1
41.892694698,-87.626750816,0,THEFT,0,0,6
41.749403097,-87.665842866,0,CRIMINAL DAMAGE,6,0,0
41.750782715,-87.625813624,0,BATTERY,2,0,3
41.870970177,-87.704438172,0,THEFT,1,0,1
41.906797102,-87.671861659,0,THEFT,0,0,2
41.944845695,-87.777445731,0,MOTOR VEHICLE THEFT,3,0,4
41.938678219,-87.820219161,0,THEFT,3,0,4
41.989348532,-87.658192271,0,ASSAULT,4,0,2
41.925226238,-87.662683065,0,ASSAULT,4,0,2
41.966039519,-87.670947661,0,MOTOR VEHICLE THEFT,4,0,2
41.89778758,-87.715168733,0,OTHER OFFENSE,1,0,1
41.713340521,-87.641790355,0,BATTERY,6,0,5
41.707391995,-87.623528251,0,ROBBERY,6,0,5
41.946790205,-87.666434441,0,THEFT,4,0,2
41.880775433,-87.627029031,0,THEFT,0,0,6
41.968810413,-87.675110943,0,THEFT,4,0,2
41.976315653,-87.660411473,0,THEFT,4,0,2
41.803117455,-87.609690838,0,ASSAULT,2,0,3
41.855947302,-87.723625357,0,MOTOR VEHICLE THEFT,1,0,1
42.011586022,-87.66451428,0,OTHER OFFENSE,4,0,2
41.873851236,-87.762687754,0,THEFT,3,0,1
41.881732151,-87.649991662,0,THEFT,0,0,6
41.713331033,-87.537692761,0,THEFT,5,0,7
41.976086081,-87.675727417,0,DECEPTIVE PRACTICE,4,0,2
42.017704804,-87.690806314,0,MOTOR VEHICLE THEFT,4,0,2
41.898015926,-87.682009283,0,THEFT,1,0,2
41.72117179,-87.616545085,0,CRIMINAL DAMAGE,6,0,3
41.963070794,-87.655984213,0,THEFT,4,0,2
41.954698652,-87.747338823,1,THEFT,3,0,4
41.703521325,-87.619352176,0,BATTERY,6,0,5
41.745082823,-87.619606449,0,ASSAULT,2,0,3
41.780613387,-87.689779922,0,THEFT,7,0,0
41.941078817,-87.754314851,0,CRIMINAL DAMAGE,3,0,4
41.948848074,-87.748432729,0,THEFT,3,0,4
41.81811276,-87.60674129,0,DECEPTIVE PRACTICE,2,0,3
41.928263171,-87.785611939,0,THEFT,3,0,4
41.912876906,-87.639082203,0,THEFT,0,0,2
41.729171506,-87.55456177,0,BATTERY,5,0,7
41.862218265,-87.639087164,0,THEFT,0,0,6
41.763175555,-87.576234786,0,THEFT,5,0,7
41.920127882,-87.743771398,0,CRIMINAL DAMAGE,3,0,1
41.748875144,-87.585894137,0,OTHER OFFENSE,5,0,7
41.781203964,-87.620602942,0,MOTOR VEHICLE THEFT,2,0,3
41.696687449,-87.682587321,0,THEFT,6,0,5
41.688942146,-87.624016674,0,DECEPTIVE PRACTICE,6,0,5
41.765444001,-87.626906181,0,BATTERY,2,0,3
41.892483509,-87.627215916,0,ASSAULT,0,0,6
41.815166784,-87.685890471,0,BATTERY,7,0,0
41.911431234,-87.748028648,0,BURGLARY,3,0,1
41.856168653,-87.712691835,0,CRIMINAL DAMAGE,1,0,1
41.784362971,-87.763199627,0,MOTOR VEHICLE THEFT,7,0,0
41.954614809,-87.708035521,0,THEFT,4,0,1
41.763075995,-87.559642688,0,THEFT,5,0,7
41.911353393,-87.754326403,0,BATTERY,3,0,1
41.877614182,-87.751318954,0,THEFT,1,0,1
41.728922772,-87.632281427,0,ASSAULT,6,0,5
41.873845465,-87.763183491,0,CRIMINAL DAMAGE,3,0,1
41.81499946,-87.597484516,0,CRIMINAL DAMAGE,2,0,3
41.853955789,-87.634639674,0,CRIMINAL DAMAGE,0,0,3
41.880934093,-87.709386002,0,BATTERY,1,0,1
41.902840352,-87.774177239,1,OTHER OFFENSE,3,0,1
41.779948164,-87.63282585,1,BATTERY,2,0,0
41.734209915,-87.646633525,0,DECEPTIVE PRACTICE,6,0,5
42.019399237,-87.675049485,1,THEFT,4,0,2
41.83893231,-87.665779349,0,SEX OFFENSE,0,0,0
41.880257779,-87.735464519,1,NARCOTICS,1,0,1
41.783357911,-87.615702563,0,CRIMINAL DAMAGE,2,0,3
41.809441824,-87.707607982,0,ROBBERY,7,0,0
41.795095544,-87.594114686,0,CRIMINAL DAMAGE,2,0,3
41.864276948,-87.659909872,0,BATTERY,0,0,6
41.759606731,-87.653260756,1,OTHER OFFENSE,6,0,0
41.845981186,-87.731629151,0,CRIMINAL DAMAGE,1,0,1
41.843606614,-87.725746357,0,BATTERY,1,0,1
41.74866035,-87.600261793,0,CRIMINAL DAMAGE,5,0,3
41.722434522,-87.632168804,0,THEFT,6,0,5
41.690730969,-87.626611188,0,THEFT,6,0,5
41.665424735,-87.621606822,0,BATTERY,6,0,5
41.895877613,-87.706566627,0,BATTERY,1,0,1
41.82500689,-87.666551414,0,BATTERY,7,0,0
41.930946496,-87.788962647,1,THEFT,3,0,4
41.778883826,-87.664206366,0,THEFT,7,0,0
41.735174237,-87.647271749,0,ROBBERY,6,0,5
41.963070794,-87.655984213,0,ROBBERY,4,0,2
41.884494554,-87.627138636,0,BURGLARY,0,0,6
41.794498652,-87.695039158,0,CRIMINAL DAMAGE,7,0,0
41.947225886,-87.655545441,0,BATTERY,4,0,2
41.886843497,-87.765098817,1,NARCOTICS,3,0,1
41.841825184,-87.623292218,0,MOTOR VEHICLE THEFT,0,0,3
41.933210916,-87.757546641,0,OTHER OFFENSE,3,0,4
41.685402634,-87.615287474,0,BATTERY,6,0,5
41.700527266,-87.652360276,0,ASSAULT,6,0,5
41.981614917,-87.716123977,0,THEFT,4,0,1
41.916408698,-87.711884388,0,BATTERY,1,0,1
41.858665264,-87.623950257,0,CRIMINAL DAMAGE,0,0,3
41.753101402,-87.561411662,0,BATTERY,5,0,7
41.951822707,-87.729855377,0,BURGLARY,1,0,1
41.908524818,-87.762143938,0,MOTOR VEHICLE THEFT,3,0,1
41.802896506,-87.606425428,0,THEFT,2,0,3
41.903304304,-87.670064675,1,THEFT,0,0,2
41.89836834,-87.774403583,0,CRIMINAL DAMAGE,3,0,1
41.694566722,-87.674033423,0,DECEPTIVE PRACTICE,6,0,5
41.853446007,-87.728575018,1,NARCOTICS,1,0,1
41.771668515,-87.643235441,0,ASSAULT,2,0,0
41.808485674,-87.677877147,0,ASSAULT,7,0,0
41.720533593,-87.639548412,0,MOTOR VEHICLE THEFT,6,0,5
41.730965503,-87.554041855,0,CRIMINAL DAMAGE,5,0,7
41.919972977,-87.68112098,0,THEFT,4,0,2
41.794555987,-87.630576503,1,NARCOTICS,2,0,3
41.918971776,-87.782862168,0,CRIMINAL DAMAGE,3,0,4
41.908325683,-87.770723838,0,BATTERY,3,0,1
41.793214341,-87.722295008,0,THEFT,7,0,0
41.879381337,-87.634201201,0,THEFT,0,0,6
41.920844986,-87.787806556,0,THEFT,3,0,4
41.769585162,-87.689486924,0,CRIMINAL DAMAGE,7,0,0
41.822767546,-87.695543601,0,BATTERY,7,0,0
41.976457866,-87.841540488,0,OTHER OFFENSE,3,0,4
41.798996015,-87.659860293,1,BATTERY,2,0,0
41.90132405,-87.628330712,0,OTHER OFFENSE,0,0,6
41.969215328,-87.688922037,0,THEFT,4,0,2
41.852840843,-87.632710099,0,THEFT,0,0,3
41.876877792,-87.631371748,0,BATTERY,0,0,6
41.910017804,-87.71450335,0,OTHER OFFENSE,1,0,1
41.902729294,-87.71965036,1,WEAPONS VIOLATION,1,0,1
41.757630995,-87.585708249,0,THEFT,5,0,7
41.751292803,-87.604680828,0,DECEPTIVE PRACTICE,2,0,3
41.921904892,-87.642636783,0,THEFT,0,0,2
41.708307837,-87.615014334,0,MOTOR VEHICLE THEFT,6,0,5
41.805924564,-87.675834584,0,ROBBERY,7,0,0
41.892605313,-87.619839586,0,CRIMINAL DAMAGE,0,0,6
41.939315143,-87.70942733,0,THEFT,1,0,1
41.765342053,-87.59583457,0,THEFT,2,0,7
41.759679788,-87.648465883,0,ROBBERY,6,0,0
41.792848986,-87.677919133,0,BATTERY,7,0,0
41.914735707,-87.686229835,0,CRIMINAL DAMAGE,1,0,2
41.732098332,-87.664574912,0,THEFT,6,0,5
41.844252776,-87.724947514,0,ROBBERY,1,0,1
41.763955235,-87.611238028,0,CRIMINAL DAMAGE,2,0,3
41.960644739,-87.753159742,0,MOTOR VEHICLE THEFT,3,0,4
41.883221997,-87.625926112,0,ROBBERY,0,0,6
41.756331967,-87.62943236,1,OTHER OFFENSE,2,0,3
41.762057839,-87.706411812,0,THEFT,7,0,0
41.920381098,-87.800641542,0,ASSAULT,3,0,4
41.895682989,-87.652616066,0,DECEPTIVE PRACTICE,0,0,6
41.744041787,-87.654780833,0,MOTOR VEHICLE THEFT,6,0,5
41.736458248,-87.585638764,0,DECEPTIVE PRACTICE,5,0,7
41.895924869,-87.749367654,0,BATTERY,1,0,1
41.88369864,-87.626232999,1,BATTERY,0,0,6
41.809125265,-87.631906508,0,ROBBERY,2,0,3
41.884442994,-87.67672311,0,ASSAULT,0,0,1
41.726599045,-87.605905064,0,CRIMINAL DAMAGE,5,0,3
41.811306947,-87.700414907,0,CRIMINAL DAMAGE,7,0,0
41.694903275,-87.657794736,0,ASSAULT,6,0,5
41.842544717,-87.65331171,0,THEFT,0,0,3
41.743050207,-87.664930307,0,ASSAULT,6,0,0
41.693412958,-87.667172661,0,THEFT,6,0,5
41.895295652,-87.653938771,0,OTHER OFFENSE,0,0,6
41.904415487,-87.672404204,0,CRIMINAL DAMAGE,0,0,2
41.896077612,-87.715111763,1,NARCOTICS,1,0,1
41.973660428,-87.669566881,0,MOTOR VEHICLE THEFT,4,0,2
41.689111335,-87.612833501,0,MOTOR VEHICLE THEFT,6,0,5
41.742602743,-87.569367893,0,DECEPTIVE PRACTICE,5,0,7
41.736422269,-87.604815966,0,BATTERY,5,0,3
41.823665846,-87.603072021,0,MOTOR VEHICLE THEFT,2,0,3
41.892199355,-87.650104145,0,CRIMINAL DAMAGE,0,0,6
41.925777756,-87.806318189,0,THEFT,3,0,4
41.765166438,-87.579349066,0,DECEPTIVE PRACTICE,5,0,7
41.981323205,-87.693419412,1,CRIMINAL TRESPASS,4,0,2
41.77829544,-87.690935977,0,BATTERY,7,0,0
41.74005402,-87.589132903,0,THEFT,5,0,7
41.777309867,-87.640802922,0,ASSAULT,2,0,0
41.801510822,-87.650738315,0,CRIMINAL DAMAGE,2,0,0
41.930906002,-87.644017035,0,THEFT,0,0,2
41.919287384,-87.724172847,0,OTHER OFFENSE,1,0,1
41.970860678,-87.763418662,0,ASSAULT,3,0,4
41.78810047,-87.701266584,1,OTHER OFFENSE,7,0,0
41.691014016,-87.667578189,0,ASSAULT,6,0,5
41.781051382,-87.772838705,0,OFFENSE INVOLVING CHILDREN,7,0,0
41.878262498,-87.625374936,0,THEFT,0,0,6
41.729411923,-87.564589488,0,THEFT,5,0,7
41.796162956,-87.722013957,0,MOTOR VEHICLE THEFT,7,0,0
41.867942585,-87.728842262,0,CRIMINAL DAMAGE,1,0,1
41.921264747,-87.732796358,0,ROBBERY,1,0,1
41.673447101,-87.629735861,0,ASSAULT,6,0,5
41.735147988,-87.544414097,1,WEAPONS VIOLATION,5,0,7
41.736625423,-87.60656135,0,ROBBERY,5,0,3
41.893469034,-87.632648229,0,THEFT,0,0,6
41.911826903,-87.715643159,0,BATTERY,1,0,1
42.005321793,-87.673653009,0,BATTERY,4,0,2
41.903563633,-87.727419042,0,ASSAULT,1,0,1
41.691669262,-87.623895181,0,MOTOR VEHICLE THEFT,6,0,5
41.993228887,-87.689735615,0,BATTERY,4,0,2
41.866260623,-87.71855276,1,NARCOTICS,1,0,1
41.969090645,-87.706048014,0,THEFT,4,0,1
41.903172731,-87.754308485,0,ROBBERY,3,0,1
41.88941436,-87.631065571,1,ASSAULT,0,0,6
41.890995045,-87.681812505,0,THEFT,1,0,1
41.960203719,-87.703326193,0,OTHER OFFENSE,4,0,1
41.911343842,-87.63471588,0,BATTERY,0,0,6
41.833033999,-87.613382951,0,MOTOR VEHICLE THEFT,2,0,3
41.811421161,-87.696749283,0,THEFT,7,0,0
41.772597143,-87.703618384,0,ASSAULT,7,0,0
41.747532725,-87.557670944,0,CRIMINAL TRESPASS,5,0,7
41.764417461,-87.63586122,0,THEFT,2,0,0
41.867819248,-87.68606805,0,CRIMINAL DAMAGE,1,0,1
42.013109225,-87.663604147,0,BATTERY,4,0,2
41.873025027,-87.629155822,0,THEFT,0,0,6
41.778540638,-87.675106149,0,ASSAULT,7,0,0
41.781734181,-87.608413399,0,CRIMINAL DAMAGE,2,0,3
41.977949978,-87.672960993,0,MOTOR VEHICLE THEFT,4,0,2
41.927769516,-87.668238484,0,MOTOR VEHICLE THEFT,4,0,2
41.771578336,-87.650648841,1,NARCOTICS,2,0,0
41.767485391,-87.566499462,0,CRIMINAL DAMAGE,5,0,7
41.786235362,-87.647383984,0,WEAPONS VIOLATION,2,0,0
41.923953134,-87.767735068,0,CRIMINAL DAMAGE,3,0,1
41.868541914,-87.639235361,0,THEFT,0,0,6
41.778580051,-87.729234931,0,ASSAULT,7,0,0
41.750947024,-87.624866323,0,THEFT,2,0,3
41.801141301,-87.685012091,0,THEFT,7,0,0
41.929822507,-87.653763616,0,THEFT,0,0,2
41.705717816,-87.702546548,0,THEFT,7,0,0
41.983807384,-87.768323756,0,BATTERY,3,0,4
41.892505345,-87.626304822,0,CRIMINAL DAMAGE,0,0,6
41.989322843,-87.696929381,0,BATTERY,4,0,2
41.900783534,-87.667423965,0,BURGLARY,0,0,2
41.896666013,-87.629050439,0,DECEPTIVE PRACTICE,0,0,6
41.686901662,-87.607088299,1,CRIMINAL DAMAGE,6,0,5
41.758346414,-87.561510075,1,BATTERY,5,0,7
41.779806409,-87.641131698,0,BATTERY,2,0,0
41.923073324,-87.681493607,0,CRIMINAL DAMAGE,4,0,2
41.96416436,-87.656682274,1,WEAPONS VIOLATION,4,0,2
41.874699955,-87.683791888,0,OTHER OFFENSE,1,0,1
41.894496091,-87.745792225,1,DECEPTIVE PRACTICE,1,0,1
41.893563154,-87.755548567,0,ASSAULT,3,0,1
41.902523387,-87.770524988,0,ROBBERY,3,0,1
41.870737167,-87.723826284,0,CRIMINAL DAMAGE,1,0,1
41.776351097,-87.603403724,0,BATTERY,2,0,3
41.893646656,-87.631177143,1,THEFT,0,0,6
41.802031713,-87.59049938,0,CRIMINAL DAMAGE,2,0,3
41.899849834,-87.726219947,1,BATTERY,1,0,1
41.89040255,-87.655775547,0,THEFT,0,0,6
41.929420671,-87.669511228,0,BURGLARY,4,0,2
41.941762957,-87.721147108,0,DECEPTIVE PRACTICE,1,0,1
41.828218465,-87.641168121,0,THEFT,2,0,3
41.777000866,-87.652002823,0,OTHER OFFENSE,2,0,0
41.702534042,-87.629246741,0,ASSAULT,6,0,5
41.780828284,-87.635852065,1,ASSAULT,2,0,0
41.888525948,-87.644322264,0,CRIMINAL DAMAGE,0,0,6
41.893646656,-87.631177143,1,THEFT,0,0,6
41.830469658,-87.668259636,0,ASSAULT,0,0,0
41.806858653,-87.732123746,0,DECEPTIVE PRACTICE,7,0,0
41.907215588,-87.725224404,0,OTHER OFFENSE,1,0,1
41.853994985,-87.67710804,0,OTHER OFFENSE,0,0,6
41.773892091,-87.58630763,1,THEFT,5,0,7
41.863642218,-87.627331436,0,MOTOR VEHICLE THEFT,0,0,6
41.845732512,-87.700174812,0,CRIMINAL DAMAGE,1,0,1
41.954557935,-87.649909102,0,BURGLARY,4,0,2
41.866101031,-87.659765906,0,ASSAULT,0,0,6
41.875804519,-87.751082016,1,BATTERY,1,0,1
41.77566723,-87.615513345,0,CRIMINAL DAMAGE,2,0,3
41.705965755,-87.71688151,0,THEFT,7,0,0
41.949642669,-87.662875673,0,BURGLARY,4,0,2
41.869485763,-87.652501226,0,ROBBERY,0,0,6
41.939596179,-87.757985396,0,THEFT,3,0,4
41.77073794,-87.571534243,0,THEFT,5,0,7
41.677735036,-87.647655186,0,BATTERY,6,0,5
41.891990384,-87.611461502,0,BATTERY,0,0,6
41.976786175,-87.689827647,0,THEFT,4,0,2
41.759600468,-87.564771738,0,CRIMINAL SEXUAL ASSAULT,5,0,7
41.756330319,-87.552716204,0,CRIMINAL DAMAGE,5,0,7
41.736543497,-87.545818607,1,CRIMINAL TRESPASS,5,0,7
41.86821682,-87.6304532,0,THEFT,0,0,6
41.758954185,-87.569503849,0,MOTOR VEHICLE THEFT,5,0,7
41.964313223,-87.661001082,0,CRIMINAL DAMAGE,4,0,2
41.802101704,-87.587747851,0,THEFT,2,0,3
41.791493635,-87.669374095,0,ROBBERY,7,0,0
41.943907938,-87.663931887,0,THEFT,4,0,2
41.786199667,-87.647380697,0,BURGLARY,2,0,0
41.756491378,-87.714833271,0,HOMICIDE,7,0,0
41.703496822,-87.625149423,0,CRIMINAL DAMAGE,6,0,5
41.69598756,-87.596649418,1,THEFT,5,0,5
41.83699056,-87.657069493,0,CRIMINAL DAMAGE,0,0,3
41.882394062,-87.627844798,0,THEFT,0,0,6
41.719349279,-87.616499406,0,BATTERY,6,0,3
41.832754487,-87.646153643,0,CRIMINAL TRESPASS,0,0,3
41.886025757,-87.619137918,1,BATTERY,0,0,6
41.952651574,-87.740942504,0,THEFT,3,0,1
41.814030795,-87.633503727,0,THEFT,2,0,3
41.777627216,-87.600390275,0,THEFT,2,0,3
41.895445765,-87.718052563,1,NARCOTICS,1,0,1
41.678038882,-87.621793646,0,OTHER OFFENSE,6,0,5
41.894794737,-87.689894745,0,MOTOR VEHICLE THEFT,1,0,2
41.762453194,-87.581994237,1,BATTERY,5,0,7
41.763899508,-87.690562767,0,BATTERY,7,0,0
42.021156986,-87.671012579,0,ASSAULT,4,0,2
41.758403688,-87.554948799,0,BATTERY,5,0,7
41.851761264,-87.705602716,1,NARCOTICS,1,0,1
41.811456838,-87.666281126,0,CRIMINAL DAMAGE,7,0,0
41.896590354,-87.692998802,0,DECEPTIVE PRACTICE,1,0,2
41.806685113,-87.610142188,0,ASSAULT,2,0,3
42.011299722,-87.693726174,0,THEFT,4,0,2
41.892470549,-87.711345197,0,DECEPTIVE PRACTICE,1,0,1
41.880514365,-87.743691348,0,BATTERY,1,0,1
41.864583447,-87.686497178,1,BATTERY,1,0,1
41.735752519,-87.625429032,0,BATTERY,6,0,5
41.855382562,-87.709425189,0,STALKING,1,0,1
41.896045792,-87.763606815,1,NARCOTICS,3,0,1
41.865163478,-87.733710808,0,DECEPTIVE PRACTICE,1,0,1
41.868097353,-87.716659073,1,NARCOTICS,1,0,1
41.844964019,-87.700156699,0,CRIMINAL DAMAGE,1,0,1
41.734526622,-87.555515612,0,OFFENSE INVOLVING CHILDREN,5,0,7
41.899433894,-87.755708694,0,BATTERY,3,0,1
41.898530725,-87.761678361,0,OTHER OFFENSE,3,0,1
41.70614617,-87.685326471,0,CRIMINAL DAMAGE,6,0,5
41.774873231,-87.661652469,0,BATTERY,7,0,0
41.702785862,-87.642705434,0,SEX OFFENSE,6,0,5
41.772625715,-87.576471929,0,BATTERY,5,0,7
41.832976333,-87.665621077,1,WEAPONS VIOLATION,0,0,0
41.961732384,-87.658443443,0,CRIMINAL DAMAGE,4,0,2
41.761077973,-87.634559553,0,CRIMINAL DAMAGE,2,0,3
41.929678531,-87.749824286,0,BATTERY,3,0,1
41.796704982,-87.605057809,0,OTHER OFFENSE,2,0,3
41.93135843,-87.759713197,0,BATTERY,3,0,1
41.869335009,-87.686720968,0,ASSAULT,1,0,1
41.87178962,-87.633564301,0,ASSAULT,0,0,6
41.806016361,-87.657604399,0,CRIMINAL DAMAGE,2,0,0
41.901177184,-87.64528826,1,OTHER OFFENSE,0,0,6
41.673723416,-87.638162597,0,BATTERY,6,0,5
41.959500265,-87.687843403,0,BATTERY,4,0,2
41.898332998,-87.627463695,0,BATTERY,0,0,6
42.003537578,-87.671184314,0,OTHER OFFENSE,4,0,2
41.994758989,-87.7144777,0,DECEPTIVE PRACTICE,4,0,1
41.893685007,-87.710609859,1,NARCOTICS,1,0,1
41.832754487,-87.646153643,0,BATTERY,0,0,3
41.915368298,-87.666335474,0,THEFT,0,0,2
41.880667683,-87.63318469,0,THEFT,0,0,6
41.86018026,-87.711584798,0,CRIMINAL DAMAGE,1,0,1
41.873185004,-87.743795434,0,THEFT,1,0,1
41.886179873,-87.624523664,0,DECEPTIVE PRACTICE,0,0,6
41.942340471,-87.776364792,0,THEFT,3,0,4
41.873824618,-87.659982228,0,BATTERY,0,0,6
41.878383744,-87.666727554,0,CRIMINAL DAMAGE,0,0,6
41.997824552,-87.684222534,0,OTHER OFFENSE,4,0,2
41.878376637,-87.706899236,0,CRIMINAL DAMAGE,1,0,1
41.904455912,-87.727495095,0,OTHER OFFENSE,1,0,1
41.898506352,-87.764506906,0,DECEPTIVE PRACTICE,3,0,1
41.940082468,-87.790215495,0,CRIMINAL DAMAGE,3,0,4
41.788987036,-87.74147999,1,CRIMINAL TRESPASS,7,0,0
41.762040495,-87.616182056,0,BATTERY,2,0,3
41.954535555,-87.651221802,0,THEFT,4,0,2
41.907025249,-87.724002889,0,ASSAULT,1,0,1
41.752804968,-87.561404219,0,BURGLARY,5,0,7
41.746008746,-87.618016822,0,CRIMINAL DAMAGE,2,0,3
41.890919766,-87.717401857,0,MOTOR VEHICLE THEFT,1,0,1
