Hour,Day_Num,Month,Is_Weekend,Is_Night,Crime_Severity_Score,Latitude,Longitude,District,Ward,Beat,Community Area,Arrest,Domestic,PC1,PC2,Primary_Type
18,3,7,0,0,2,41.855254658,-87.652600792,12,25,1235,31,0,1,0.17608525473257716,-0.5860700123576752,THEFT
16,4,3,0,0,3,41.828344704,-87.690762402,9,12,911,58,0,0,-0.8176104591596468,-0.3531830219627422,ROBBERY
7,1,9,0,0,5,41.868718247,-87.625858412,1,4,123,32,0,0,-1.8872336452914114,-1.2024067751270753,INTERFERENCE WITH PUBLIC OFFICER
9,0,8,0,0,6,41.809305232,-87.606558389,2,4,223,38,0,1,-2.4657252839325916,-1.25577666341909,ASSAULT
13,2,4,0,0,3,41.873995106,-87.679514102,12,27,1225,28,0,0,0.6585159263163436,-1.0292025652261663,CRIMINAL DAMAGE
3,6,9,1,1,6,41.920262571,-87.773984745,25,36,2515,19,0,0,3.3768667196475364,2.511188471347229,MOTOR VEHICLE THEFT
1,0,5,0,1,6,41.770020864,-87.6913338,8,16,831,66,1,0,-1.3614351962498195,-1.0427382853399756,ASSAULT
18,4,2,0,0,6,41.903217394,-87.694423997,14,26,1423,24,0,1,0.9243715045903212,0.04120220841304464,BATTERY
19,0,5,0,0,2,41.909636288,-87.745300725,25,37,2533,25,0,0,3.2154967468358504,-1.8314913303460523,BATTERY
2,6,1,1,1,3,41.844536888,-87.703328171,10,25,1033,30,0,0,0.33171171614699396,2.3373745046306316,MOTOR VEHICLE THEFT
11,1,11,0,0,6,41.780110888,-87.615617777,3,20,312,69,0,0,-2.295571283328617,-1.181686975481643,BATTERY
14,4,11,0,0,3,41.776218721,-87.762813493,8,13,812,64,0,0,-0.8868328024475891,-0.3308324066821843,CRIMINAL DAMAGE
5,1,9,0,1,3,41.691543909,-87.64114148,22,21,2233,49,0,0,0.23931964858941082,-0.9473447450638114,ASSAULT
18,6,1,1,0,6,41.891572662,-87.765266251,15,29,1511,25,0,1,1.4842284528745633,2.2783021396856484,ASSAULT
20,2,6,0,1,6,41.751928332,-87.644077264,6,17,621,71,0,1,-2.1815962488032343,-0.3583091693869709,THEFT
3,6,12,1,1,6,41.662944028,-87.641411276,5,9,523,53,0,0,-2.53119391676588,2.489224741975537,THEFT
16,5,5,1,0,3,41.868541914,-87.639235361,1,28,124,28,0,0,-0.9137715355108289,1.4575049443060402,BATTERY
22,2,6,0,1,7,41.785348255,-87.703321291,8,14,824,66,0,0,-1.303281998441643,-0.5433582998860819,BATTERY
2,2,7,0,1,3,41.879723306,-87.72877531,11,28,1115,26,0,1,0.7020036436650041,-0.3377351400436005,THEFT
11,2,7,0,0,3,42.007863713,-87.668560171,24,49,2431,1,0,0,3.8729268579309193,-1.0401368162180678,DECEPTIVE PRACTICE
1,4,2,0,1,5,41.825707324,-87.613465042,2,4,212,35,0,0,-2.090050903077388,0.24275724743456714,THEFT
17,5,11,1,0,3,41.759606022,-87.618338648,3,6,323,69,0,0,-2.662437244583905,1.4576597284854407,ASSAULT
17,5,2,1,0,6,41.930225617,-87.785679675,25,36,2512,19,0,0,3.517894414350568,1.7108505185360376,BATTERY
17,6,6,1,0,3,41.725998907,-87.659143219,22,21,2222,73,0,0,0.1841780186551675,1.8521445684448943,MOTOR VEHICLE THEFT
10,5,3,1,0,6,41.744937973,-87.613543515,6,6,631,44,0,1,-2.2267641625245607,2.004997570706928,BATTERY
14,2,3,0,0,2,41.775400695,-87.757816491,8,13,813,64,0,0,-0.8786216254668539,-1.0526142801447342,BATTERY
15,5,3,1,0,7,41.749941059,-87.689419401,8,18,835,70,0,0,-1.4457934937034609,1.7935681718031389,BATTERY
22,3,7,0,1,3,41.866915508,-87.705685783,11,24,1134,29,0,0,0.5305869340716892,-0.4860507726931332,BATTERY
12,1,11,0,0,3,41.888525948,-87.644322264,12,34,1214,28,0,0,0.7201748369844354,-1.4021460813089082,BATTERY
1,5,1,1,1,6,41.843606614,-87.725746357,10,22,1031,30,0,1,0.09279493036784733,2.4514089759798687,THEFT
13,1,7,0,0,3,41.891025502,-87.63111036,18,42,1831,8,0,0,1.9954772610085132,-1.407812353621189,BATTERY
20,0,9,0,1,2,41.880634177,-87.635795932,1,42,122,32,1,0,-0.5439993241172533,-1.6156712685220833,THEFT
9,2,3,0,0,6,41.786536814,-87.685606595,8,16,824,66,0,0,-1.2892465524996088,-0.7560437162760185,BATTERY
0,1,3,0,1,6,41.776718134,-87.675055128,7,16,726,67,0,1,-1.7258189021506105,-0.43560578718933474,THEFT
12,2,10,0,0,3,42.002225812,-87.680277948,24,40,2412,2,0,0,3.605301002851882,-1.054236692964919,DECEPTIVE PRACTICE
3,6,12,1,1,3,41.953881502,-87.649681045,19,46,1925,6,0,0,2.7052257002459252,2.246809908140847,ARSON
23,2,1,0,1,3,41.736756907,-87.717363897,8,18,834,70,0,0,-1.2694072117284798,-0.7871058848944718,BATTERY
9,0,9,0,0,2,41.772196067,-87.61865342,3,6,322,69,0,0,-2.606871459141172,-1.7412622699616342,WEAPONS VIOLATION
18,4,7,0,0,3,41.95842669,-87.736951392,17,39,1722,16,0,0,2.588420038604535,-0.41290197011196483,BURGLARY
7,2,4,0,0,3,41.835947057,-87.734045986,10,22,1031,30,0,0,0.33893137477524526,-0.9334991522339077,ASSAULT
22,0,8,0,1,6,41.968444942,-87.708918859,17,33,1713,14,0,0,2.202222913273549,-1.337011304890015,BATTERY
18,4,7,0,0,2,41.801715891,-87.602873859,2,5,233,41,0,0,-2.219317791198169,-0.49225469605843236,ASSAULT
15,5,6,1,0,6,41.892000726,-87.75426983,15,37,1532,25,1,1,1.6663140798828358,1.9368729366472608,CRIMINAL DAMAGE
8,1,7,0,0,2,41.878123916,-87.633208786,1,34,122,32,0,0,-0.797190344785405,-1.4171555143320502,DECEPTIVE PRACTICE
10,0,12,0,0,3,41.810729022,-87.601726053,2,4,222,39,0,0,-2.247021331012321,-1.7203171379029822,ASSAULT
0,4,9,0,1,3,41.935062384,-87.674682597,19,32,1931,5,0,0,2.324583997215782,0.10146479458546472,BATTERY
13,0,12,0,0,3,41.8149246,-87.700540699,9,12,922,58,0,0,-0.8602580163327014,-1.7167332352456992,THEFT
7,5,6,1,0,6,41.951886129,-87.649625167,19,46,1923,6,1,0,2.623258224733175,1.7489003275024688,BATTERY
0,3,4,0,1,5,41.97880697,-87.663625348,20,48,2013,77,0,0,1.8595551523815026,-0.08318003431784736,MOTOR VEHICLE THEFT
16,2,6,0,0,6,41.897948253,-87.720056102,11,27,1112,23,0,0,0.8532031170680431,-0.8731291660097782,MOTOR VEHICLE THEFT
15,1,5,0,0,3,41.85089335,-87.722260241,10,22,1013,30,0,1,0.16584723790254932,-1.1422874200769029,THEFT
12,1,1,0,0,2,41.911438284,-87.769175514,25,29,2531,25,1,0,3.128759277206227,-1.384743194503572,BATTERY
20,6,5,1,1,6,41.90972999,-87.679888,14,1,1424,24,1,1,0.13832760719411405,2.5293440291764617,CRIMINAL DAMAGE
10,3,10,0,0,3,41.723916192,-87.661524081,22,21,2221,73,0,0,0.14232901925248254,-0.6291034988384611,BATTERY
12,4,11,0,0,3,41.75592077,-87.621487471,6,6,623,69,0,0,-2.3130208155930743,-0.34342684365081577,BATTERY
14,1,4,0,0,3,41.765965501,-87.680744061,8,17,832,66,0,0,-1.2938808853159867,-1.358269352358342,WEAPONS VIOLATION
13,5,8,1,0,3,41.887902159,-87.636903101,18,42,1831,8,0,0,2.0478599724522857,1.4870285268883996,THEFT
2,4,5,0,1,8,41.873219626,-87.675868666,12,27,1231,28,0,0,0.46880812465196836,0.42429005428107225,ASSAULT
18,6,2,1,0,4,41.873807522,-87.69445629,11,28,1135,27,1,0,0.6823213541358932,1.870979069747674,BATTERY
19,4,11,0,0,6,41.896669722,-87.628760228,18,42,1832,8,0,0,1.9226194100222964,-0.27569083780872966,THEFT
0,1,4,0,1,3,41.971080642,-87.72448126,17,39,1712,14,0,0,2.5827758247689676,-0.9004124657762961,ROBBERY
15,4,9,0,0,6,41.905447207,-87.685871795,14,1,1424,24,0,0,0.2887608426214725,-0.17844843444418454,OTHER OFFENSE
21,4,7,0,1,3,41.736930377,-87.584391221,4,8,412,45,0,0,-2.428130519239714,-0.1480235665588412,HOMICIDE
14,4,9,0,0,2,41.879281236,-87.641689584,1,34,121,28,0,0,-0.669388444398729,-0.4692929777316042,BATTERY
0,4,9,0,1,6,41.931166274,-87.774165121,25,30,2514,19,0,1,3.0537983988787465,0.5816109950269102,THEFT
20,1,7,0,1,3,41.772630807,-87.701752083,8,15,831,66,0,0,-1.2211720264726007,-1.1236180632051362,CRIMINAL DAMAGE
21,6,7,1,1,3,41.742221848,-87.580680175,4,8,412,45,0,0,-2.392972044564901,2.061140063875488,DECEPTIVE PRACTICE
9,2,10,0,0,3,41.702788079,-87.624589594,5,9,512,49,0,0,-2.2902410118265855,-0.9920060498236147,CRIMINAL DAMAGE
21,2,3,0,1,6,41.899228723,-87.752030004,15,37,1531,25,0,0,1.8158058813845113,-0.6006487488454527,CRIMINAL DAMAGE
4,0,9,0,1,3,41.948602111,-87.657640897,19,44,1923,6,0,0,2.6216313198341323,-1.3323822523531264,CRIMINAL DAMAGE
8,6,4,1,0,3,41.941184346,-87.64103203,19,44,1925,6,1,0,2.566850241281433,1.8925023967807766,OTHER OFFENSE
8,3,1,0,0,5,41.920616546,-87.653453446,18,43,1811,7,0,0,2.2580166372790673,-0.5059346321373477,CRIMINAL SEXUAL ASSAULT
0,1,3,0,1,6,41.709100661,-87.565732459,4,7,431,51,1,1,-3.0589212322709445,-0.47512540296755934,CRIMINAL SEXUAL ASSAULT
21,4,4,0,1,7,41.868165405,-87.62743954,1,4,123,32,0,0,-1.930113646610166,0.11499845176762612,MOTOR VEHICLE THEFT
12,4,1,0,0,3,41.832692665,-87.685086416,9,12,911,59,0,0,-0.8407582870338551,-0.29808112572476425,MOTOR VEHICLE THEFT
10,3,11,0,0,2,41.936046155,-87.636780157,19,44,1934,6,0,1,2.337194833131469,-0.5264679170206134,SEX OFFENSE
5,0,8,0,1,6,41.873556181,-87.764614362,15,29,1522,25,0,1,1.3188618399572583,-0.854476400634942,THEFT
22,1,10,0,1,3,41.990487582,-87.658228054,24,48,2433,77,0,0,2.453533799628819,-1.1901658424305874,OTHER OFFENSE
21,4,12,0,1,5,41.783347802,-87.713944588,8,23,823,65,0,0,-0.9081758991961004,0.0007442203181152856,OTHER OFFENSE
10,1,11,0,0,3,41.862871696,-87.713489726,10,24,1021,29,0,0,0.4121754404007763,-1.3502501814364924,DECEPTIVE PRACTICE
6,1,10,0,0,3,41.809125265,-87.631906508,9,20,925,37,0,0,-0.6846979509602078,-1.3121862231015344,THEFT
23,2,5,0,1,6,41.770244068,-87.628294183,7,6,722,69,0,1,-2.346788790318921,-0.39151864132650116,THEFT
18,6,1,1,0,5,41.736464555,-87.617217759,6,6,632,44,0,0,-2.0378374931047367,1.9519243029284936,WEAPONS VIOLATION
11,4,8,0,0,3,41.675450902,-87.637016595,5,21,523,53,0,1,-2.2092805330260186,-0.0803432434208514,OFFENSE INVOLVING CHILDREN
20,1,5,0,1,5,41.877981539,-87.644608125,1,34,121,28,0,0,-0.7709168575889634,-1.0486185537495674,MOTOR VEHICLE THEFT
19,0,12,0,0,3,41.945829199,-87.663985306,19,44,1922,6,0,0,2.6542690283438604,-1.8399876960822392,BURGLARY
1,2,6,0,1,6,41.809806598,-87.672291878,9,15,924,61,0,1,-1.2595414348421212,-0.1197641954147917,BATTERY
21,5,3,1,1,4,41.765173854,-87.646164154,7,16,733,68,1,0,-1.6777423738984616,1.8139370210195918,BATTERY
11,4,7,0,0,2,41.754932071,-87.5614447,4,7,421,43,0,0,-2.416167867024807,-0.41132952614385915,MOTOR VEHICLE THEFT
10,0,4,0,0,6,41.877516873,-87.764762844,15,29,1522,25,0,0,1.529980459969617,-1.4567603178071116,BURGLARY
9,2,4,0,0,6,41.754517183,-87.566287357,4,7,414,43,0,0,-2.526147509183522,-0.800843573111662,ASSAULT
2,5,10,1,1,3,41.893541578,-87.629701805,18,42,1832,8,0,0,2.015986017279121,1.9259125665816499,CRIMINAL DAMAGE
13,6,4,1,0,2,41.80041854,-87.673268584,9,16,932,61,0,1,-1.079968915496259,2.064772885369928,BATTERY
23,1,3,0,1,6,41.765996669,-87.594782386,3,5,324,69,1,1,-3.083768512437782,-0.7501774166104122,THEFT
5,5,3,1,1,6,41.795622257,-87.61924769,2,3,231,40,0,1,-2.4830964723138833,2.371584922608805,DECEPTIVE PRACTICE
18,3,8,0,0,6,41.922642605,-87.644840892,18,43,1812,7,0,0,2.178020775630406,-0.5938515795372437,BATTERY
12,5,4,1,0,3,41.695420002,-87.679762383,22,19,2212,75,0,0,0.04474838377997063,1.5898397429287212,CRIMINAL DAMAGE
15,3,4,0,0,3,41.730907492,-87.664136644,22,21,2221,73,0,0,0.2059523555496693,-0.6683373774969094,CRIMINAL DAMAGE
19,0,5,0,0,7,41.876707337,-87.751073821,15,28,1533,25,0,0,1.395532942770691,-1.5104388850127786,BATTERY
15,5,5,1,0,3,41.841804503,-87.63739953,9,11,914,60,0,0,-1.0873222582320887,1.5034346610979974,BATTERY
23,5,7,1,1,5,41.856632149,-87.653970055,12,25,1235,31,0,0,0.28059439580094386,1.8286680673304538,THEFT
17,2,12,0,0,3,41.883500187,-87.627876698,1,34,111,32,1,0,-0.8386487689151303,-1.1509606261571435,DECEPTIVE PRACTICE
11,4,8,0,0,3,41.765342053,-87.59583457,3,5,324,69,0,0,-2.809288725180704,-0.33181576545918534,OTHER OFFENSE
16,1,7,0,0,3,41.931622466,-87.739850857,25,31,2521,20,0,0,3.1556970643859437,-1.3968397951616804,BATTERY
8,5,6,1,0,2,41.949046165,-87.720129006,17,30,1732,16,1,0,2.2413826593914457,1.5096754167744655,THEFT
15,5,8,1,0,3,41.830826104,-87.640354805,9,11,915,60,0,0,-1.13155376694513,1.4942477836632224,CRIMINAL TRESPASS
17,6,8,1,0,5,41.794443564,-87.5853906,2,5,235,41,0,0,-2.4207403305925927,1.9167335283051636,BATTERY
14,2,12,0,0,6,41.877661886,-87.627665516,1,4,113,32,0,0,-1.86979361881468,-0.8930812866810378,BATTERY
22,6,3,1,1,6,41.897365708,-87.748311371,15,37,1531,25,0,1,1.656319404422349,2.524462092480211,BATTERY
9,3,2,0,0,6,41.830054831,-87.617070882,2,4,212,35,1,0,-2.065695437020185,-0.4559733948073037,MOTOR VEHICLE THEFT
8,0,8,0,0,3,41.984267905,-87.671667232,20,40,2012,77,0,0,1.7488063925623336,-1.6617102420947283,PUBLIC PEACE VIOLATION
15,2,3,0,0,5,41.822860928,-87.690633793,9,12,911,58,0,0,-0.9185161916891033,-0.8965869831336977,BATTERY
9,0,5,0,0,3,41.816041501,-87.723882944,8,14,815,57,0,0,-0.7653291084621352,-1.6369454168673707,CRIMINAL DAMAGE
18,2,10,0,0,3,41.745953427,-87.684028551,8,18,835,70,0,0,-1.4153790825974435,-1.0833503660794894,CRIMINAL SEXUAL ASSAULT
12,1,7,0,0,2,41.825715566,-87.607796382,2,4,212,36,0,1,-2.216260476356524,-1.207139528859864,CRIMINAL DAMAGE
16,6,4,1,0,6,41.895116162,-87.765403808,15,37,1524,25,1,0,1.9152987144524165,2.0359470892591127,THEFT
21,6,6,1,1,3,41.797191192,-87.634288411,9,20,935,37,0,1,-0.8504358829457536,2.313987052201164,THEFT
15,1,8,0,0,6,41.804996145,-87.606467715,2,4,223,39,1,0,-2.3272947481190713,-1.2373098761854198,CRIMINAL SEXUAL ASSAULT
20,5,11,1,1,7,41.954922052,-87.692095386,19,47,1911,5,0,0,2.860341356015196,1.9681244103847781,BATTERY
12,4,2,0,0,2,41.898530725,-87.761678361,15,37,1524,25,0,1,1.8421254130527518,-0.1271767873719261,MOTOR VEHICLE THEFT
19,1,9,0,0,2,41.965844716,-87.659635517,19,46,1913,3,0,0,2.8758444809264976,-1.5562974376088325,THEFT
9,5,6,1,0,5,41.804338423,-87.644010975,9,20,935,61,0,0,-1.0387928563867583,1.70450452150726,THEFT
2,5,12,1,1,6,41.760155874,-87.619380802,3,6,323,69,0,1,-2.93693656350225,2.3886720803577672,BATTERY
23,3,11,0,1,3,41.773591445,-87.661618184,7,16,725,67,1,0,-1.551213832853077,-0.5129061715063019,CRIMINAL DAMAGE
7,4,8,0,0,3,41.889247998,-87.669534342,12,27,1215,24,1,0,0.739172381485186,-0.2996677237032549,BATTERY
10,1,8,0,0,6,41.938533835,-87.769535854,25,30,2514,19,0,0,3.238044552279367,-1.123991752179761,BURGLARY
23,4,5,0,1,10,41.967134886,-87.707210776,17,33,1713,14,0,0,2.082434125846723,0.2915562068037843,SEX OFFENSE
13,1,6,0,0,6,41.754592961,-87.741528537,8,18,833,65,0,0,-1.065320815556463,-1.14069598213756,THEFT
16,4,10,0,0,3,41.756089399,-87.677483303,6,18,611,71,0,0,-1.6754681072909323,-0.37835686417239234,BATTERY
18,2,3,0,0,6,41.6716236,-87.638097345,5,21,523,53,0,1,-2.3140965469356765,-0.6389742631038442,BURGLARY
1,0,5,0,1,3,41.65184294,-87.612356145,5,9,533,54,0,0,-2.696156093126417,-1.243245100602125,STALKING
19,0,12,0,0,5,41.926523588,-87.634050522,19,43,1935,7,0,0,2.288589375606867,-1.7166329979742565,CRIMINAL DAMAGE
13,0,2,0,0,3,41.940835853,-87.733186143,17,30,1731,16,0,0,2.2052041495431967,-1.697821606722792,BATTERY
14,0,12,0,0,7,41.76366515,-87.566471644,3,7,334,43,0,1,-2.8148845714042054,-1.2737451724547622,CRIMINAL DAMAGE
4,4,10,0,1,2,41.848082794,-87.709419048,10,25,1024,30,0,0,0.36274869555279643,0.004818019209317263,CRIMINAL TRESPASS
19,3,2,0,0,2,41.812505323,-87.604434996,2,4,221,39,0,1,-2.3230421761607642,-0.5877077259849091,BATTERY
20,1,12,0,1,3,41.892955677,-87.761379157,15,37,1524,25,0,0,1.9044883473744212,-1.15546029472898,BATTERY
10,4,6,0,0,6,41.839358099,-87.639004033,9,11,914,60,0,1,-1.3823773027872381,0.1301292725055932,SEX OFFENSE
7,2,1,0,0,6,41.677588501,-87.658133244,5,21,524,53,0,1,-2.171348335567056,-0.490131752742582,THEFT
20,2,11,0,1,6,41.765791439,-87.572582463,3,5,333,43,0,0,-2.631882373156851,-0.6490385800643569,CRIMINAL DAMAGE
0,2,4,0,1,3,41.857417366,-87.627187001,1,3,131,33,0,1,-2.0825464528213673,-0.3260139261265953,CRIMINAL DAMAGE
20,0,8,0,1,3,41.88529876,-87.624489335,1,34,114,32,0,0,-0.8619308939262609,-1.537518825155193,BATTERY
12,3,12,0,0,3,41.802303233,-87.602452745,2,4,222,39,0,0,-2.2717725389608012,-0.7154250395843863,CRIMINAL DAMAGE
21,0,12,0,1,3,41.958010544,-87.652747282,19,46,1915,3,1,0,2.7475969834016443,-1.5675402221899348,CRIMINAL DAMAGE
22,0,8,0,1,3,41.883146974,-87.743861774,11,28,1113,25,0,0,0.9817352418640778,-1.5123061377298834,BATTERY
9,5,5,1,0,3,41.746959721,-87.603843021,6,8,631,44,0,0,-1.9518502096660744,1.5696349368874023,THEFT
4,2,6,0,1,2,41.709995459,-87.644118864,22,21,2232,73,0,1,-0.16464467749425887,-0.39609716904175907,BATTERY
5,0,6,0,1,6,41.872575513,-87.703427415,11,24,1134,27,0,0,0.46670848589493347,-1.1087137247907828,CRIMINAL SEXUAL ASSAULT
8,2,8,0,0,3,41.994913946,-87.881937669,16,41,1654,76,0,0,2.553015628806117,-0.9192874064229573,BATTERY
11,4,5,0,0,3,41.884099492,-87.675202614,12,27,1223,28,0,0,0.6899459898007044,-0.3249585998588023,ASSAULT
8,1,7,0,0,3,41.926844782,-87.719496464,25,35,2524,22,0,0,3.1055098425092114,-1.305188959299411,THEFT
16,1,1,0,0,5,41.889858855,-87.684222291,12,27,1221,24,0,0,0.7656875622158561,-1.2702057692977906,CRIMINAL DAMAGE
19,5,11,1,0,3,41.666590309,-87.629503088,5,9,523,53,0,0,-2.467694078740289,1.4411836435945249,CRIMINAL TRESPASS
11,4,1,0,0,5,41.788397841,-87.58664527,2,5,235,41,0,1,-2.628650816997553,0.049160176416125516,BURGLARY
4,5,10,1,1,2,41.860295708,-87.659088972,12,28,1233,28,0,0,0.5480215231358952,1.856483942629286,OTHER OFFENSE
19,0,1,0,0,3,41.906600961,-87.65054206,18,27,1822,8,0,0,1.7351677665106056,-1.789571785339901,DECEPTIVE PRACTICE
8,4,8,0,0,6,41.776726463,-87.696989848,8,15,823,66,0,1,-1.475326615591494,0.17016280343100396,BATTERY
16,0,11,0,0,7,41.722422549,-87.65905606,22,21,2222,73,0,0,-0.018617743944314605,-1.477329114974814,THEFT
9,4,12,0,0,5,41.97787364,-87.806238252,16,41,1613,10,0,0,3.02122216178734,-0.17679498072513736,THEFT
18,4,3,0,0,3,41.880366516,-87.6243529,1,34,112,32,0,0,-0.8490070830355644,-0.4355169096680139,BATTERY
21,5,12,1,1,8,41.9085179,-87.685366857,14,1,1424,24,0,1,0.07796218847969433,2.2882063103719164,THEFT
9,4,10,0,0,3,41.857868846,-87.624744613,1,3,131,33,0,0,-1.9139897995207187,-0.32994873738734726,MOTOR VEHICLE THEFT
2,4,12,0,1,3,41.950307614,-87.649064886,19,46,1925,6,0,0,2.6542522912382345,0.048511209186534496,THEFT
19,4,6,0,0,5,41.900454446,-87.656664744,12,27,1213,24,0,0,0.66403765740224,-0.3070211367248851,BATTERY
0,4,10,0,1,3,41.705887536,-87.720214826,22,19,2211,74,0,0,0.2842455565279577,0.1716111688070738,ROBBERY
22,2,10,0,1,5,41.834650079,-87.616847182,2,4,211,35,0,0,-2.0448188049928224,-0.7322721682497488,BATTERY
20,6,3,1,1,6,41.797330746,-87.751899232,8,23,814,56,0,1,-0.6388995564785558,2.5709506424810127,WEAPONS VIOLATION
18,2,1,0,0,6,41.936880447,-87.648190373,19,44,1934,6,0,0,2.4639629073865503,-0.9104533178712928,BATTERY
15,1,3,0,0,6,41.925398601,-87.652337017,18,43,1812,7,0,0,2.234268162931932,-1.221732016506572,ASSAULT
23,6,12,1,1,6,41.779975054,-87.630937377,7,20,711,68,0,1,-1.8291814368852388,2.4701312997724623,BATTERY
16,2,4,0,0,3,41.910077533,-87.709818663,14,26,1422,23,0,0,1.3099066006397495,-1.0596146768160526,THEFT
10,6,7,1,0,7,41.769065813,-87.610040671,3,6,322,69,0,0,-2.7789463431149253,2.1571864924586572,ASSAULT
16,4,5,0,0,6,41.878531497,-87.750381613,15,28,1533,25,0,0,1.448902736087638,-0.16713126125420055,THEFT
14,1,9,0,0,3,41.697743347,-87.595702973,5,9,513,50,0,0,-2.4927431783135523,-1.4007068505024305,BATTERY
16,4,9,0,0,3,41.770959436,-87.591118262,3,5,321,43,0,0,-2.3902381535427115,-0.40876005457607184,THEFT
16,0,2,0,0,3,41.906276004,-87.670011875,14,1,1433,24,0,0,0.3030802592438858,-1.7347712477577657,CRIMINAL DAMAGE
22,5,1,1,1,3,41.743226248,-87.652843687,6,17,613,71,0,1,-2.0416067549097425,1.9988654235762933,DECEPTIVE PRACTICE
23,1,11,0,1,6,41.756109667,-87.642086406,6,17,621,68,0,1,-2.136788555227637,-0.7590713387163546,CRIMINAL DAMAGE
7,2,6,0,0,3,41.819391545,-87.619867813,2,3,213,38,0,1,-2.269637118142628,-0.7284859402311906,BATTERY
15,2,4,0,0,2,41.874381838,-87.641536792,1,28,124,28,0,1,-1.0391239118225268,-0.9027813131535821,MOTOR VEHICLE THEFT
17,6,5,1,0,5,41.783537054,-87.635877707,7,20,711,68,0,0,-1.5590456752235058,1.9518066343751108,CRIMINAL DAMAGE
20,6,7,1,1,3,41.926484632,-87.785553657,25,36,2512,19,0,0,3.5759883847864553,2.1174248497848676,ASSAULT
21,1,9,0,1,5,41.895812076,-87.619638609,18,2,1833,8,0,0,0.675463910002463,-1.0527484933951545,ASSAULT
22,3,5,0,1,4,41.862419531,-87.713607897,10,24,1021,29,1,0,0.39344145102606687,-0.4214881758885133,THEFT
13,5,8,1,0,5,41.748961385,-87.723117949,8,18,834,70,0,1,-1.378252215836393,1.9223537796991093,THEFT
10,3,11,0,0,4,41.791763159,-87.657240734,7,16,713,67,1,0,-1.5149134873508483,-0.6041622547600902,THEFT
15,3,7,0,0,3,41.87345736,-87.723429598,11,24,1132,26,0,0,0.7202023112579242,-0.7092208385992935,DECEPTIVE PRACTICE
10,5,7,1,0,6,41.849174585,-87.708835869,10,22,1024,30,0,1,0.025871455043571995,1.9987373107602382,BURGLARY
2,5,4,1,1,6,41.897616364,-87.762123615,15,37,1524,25,1,1,1.720090427173252,2.41995911438512,THEFT
20,1,1,0,1,3,41.811108036,-87.622314691,2,3,215,38,0,0,-2.1316268459572116,-1.1402163910781558,THEFT
6,2,7,0,0,6,41.814129442,-87.661048051,9,11,924,61,0,1,-1.4081976210265206,-0.5001094486333887,BATTERY
15,3,1,0,0,2,41.796977902,-87.651307181,9,16,934,61,0,1,-1.2451904031378724,-0.5086386099621104,ASSAULT
20,1,1,0,1,3,41.953443342,-87.744957048,17,45,1722,15,0,0,2.791610295580965,-1.1312067352306512,OTHER OFFENSE
5,5,5,1,1,3,41.796788613,-87.663444381,9,16,934,61,0,0,-1.0379980370353556,1.9504920491431907,THEFT
14,0,12,0,0,3,41.93859561,-87.649576033,19,44,1933,6,0,0,2.5428169534580873,-1.781739584808072,OTHER OFFENSE
15,3,7,0,0,5,41.76745443,-87.591034032,3,5,321,43,0,0,-2.472561035166014,-0.6020314803999112,BATTERY
23,1,4,0,1,6,41.86431172,-87.693346684,10,28,1023,29,0,1,0.17124906227026795,-0.7439643148148046,THEFT
20,3,4,0,1,5,41.985919205,-87.671068983,20,40,2012,77,0,0,1.702159394714341,-0.32423429561978523,THEFT
7,6,12,1,0,5,41.891637993,-87.630299319,18,42,1831,8,0,0,1.9603169346453875,2.0159730374088958,ROBBERY
10,4,2,0,0,7,41.987378858,-87.716333137,17,39,1711,13,0,1,2.3732179509803104,0.1948564340923537,OTHER OFFENSE
5,5,3,1,1,7,41.895248208,-87.732570008,11,37,1111,23,0,0,1.2007599762311825,2.203994273851027,BURGLARY
13,6,8,1,0,6,41.793705373,-87.661323868,7,16,713,67,0,0,-1.5082892400884924,2.0632218097273003,CRIMINAL DAMAGE
15,3,12,0,0,6,41.897895128,-87.624096605,18,2,1833,8,0,0,0.6924444504806654,-0.5516262216646192,CRIMINAL SEXUAL ASSAULT
14,6,11,1,0,5,41.860171476,-87.714022396,10,24,1021,29,0,0,0.38136194420649333,1.9694792266001295,THEFT
16,0,12,0,0,3,41.903740503,-87.641668112,18,27,1823,8,0,0,1.6485049706006858,-1.796111075291855,BATTERY
0,5,4,1,1,6,41.930040514,-87.766203961,25,30,2514,19,1,0,3.209334422041068,2.215051220570508,BATTERY
2,2,11,0,1,3,41.910112896,-87.633112827,18,2,1821,8,0,0,0.8725568206063056,-0.6095371893116304,CRIMINAL TRESPASS
22,3,10,0,1,5,41.953078096,-87.687228095,19,47,1921,5,0,0,2.867356615936906,-0.39426173502037803,ASSAULT
14,6,8,1,0,6,41.978451204,-87.768426272,16,45,1622,11,0,0,2.9304170888049383,2.038588972236229,ASSAULT
1,5,8,1,1,6,41.903933222,-87.629128536,18,2,1824,8,0,1,0.5974106968272509,2.4031378298237556,THEFT
8,0,8,0,0,3,41.794367291,-87.641536126,9,16,935,61,0,0,-1.2059482519835067,-1.6567633143173546,PUBLIC PEACE VIOLATION
10,2,7,0,0,5,41.753585679,-87.563238289,4,7,421,43,0,0,-2.517387017729398,-0.8899049425827792,BATTERY
