Latitude,Longitude,Arrest,Primary Type,KMeans_Geo,DBSCAN_Geo,Hierarchical_Geo,Crime_Severity_Score
41.866902523,-87.715436986,0,BATTERY,1,0,1,6
41.803365154,-87.721721771,1,HOMICIDE,7,0,0,10
41.689826501,-87.643514073,0,OTHER OFFENSE,6,0,5,2
41.967895809,-87.650082791,0,BATTERY,4,0,2,6
41.917872284,-87.729021632,0,BATTERY,1,0,1,6
41.831156463,-87.68373327,0,CRIMINAL DAMAGE,7,0,0,3
41.953808721,-87.654527209,0,BURGLARY,4,0,2,5
41.82817456,-87.623186245,0,BATTERY,2,0,3,6
41.743387373,-87.60136976,0,THEFT,5,0,3,3
41.9529428,-87.701875726,0,SEX OFFENSE,4,0,1,7
41.753849551,-87.64046146,0,ROBBERY,6,0,5,7
41.928458611,-87.707842691,0,ASSAULT,1,0,1,6
41.86556594,-87.719506601,1,NARCOTICS,1,0,1,4
41.744426139,-87.605047955,0,ASSAULT,5,0,3,6
41.931574051,-87.711516699,1,THEFT,1,0,1,3
41.814193022,-87.619727421,0,ASSAULT,2,0,3,6
41.909618829,-87.676277805,1,BATTERY,0,0,2,6
41.88895519,-87.714904997,0,BATTERY,1,0,1,6
41.99355232,-87.682367785,0,OTHER OFFENSE,4,0,2,2
41.877211317,-87.683858256,0,CRIMINAL SEXUAL ASSAULT,1,0,1,8
41.973778121,-87.841855302,0,ASSAULT,3,0,4,6
41.945238279,-87.712670479,1,THEFT,4,0,1,3
41.95469042,-87.747338899,1,OTHER OFFENSE,3,0,4,2
41.807035415,-87.606510686,1,OTHER OFFENSE,2,0,3,2
41.841752071,-87.734215686,0,THEFT,1,0,1,3
41.77592941,-87.600963193,0,THEFT,2,0,3,3
41.76532588,-87.601890213,0,MOTOR VEHICLE THEFT,2,0,7,5
41.980962814,-87.845154294,0,OTHER OFFENSE,3,0,4,2
41.760585957,-87.646718912,0,CRIMINAL DAMAGE,6,0,0,3
41.873364555,-87.73184971,0,ROBBERY,1,0,1,7
41.801416311,-87.619388748,0,BATTERY,2,0,3,6
41.990305314,-87.71552505,1,DECEPTIVE PRACTICE,4,0,1,3
41.87917814,-87.626113924,0,WEAPONS VIOLATION,0,0,6,5
41.946212132,-87.646579678,0,CRIMINAL TRESPASS,4,0,2,3
41.797159058,-87.633067533,0,BATTERY,2,0,3,6
41.812505323,-87.604434996,0,OTHER OFFENSE,2,0,3,2
41.925110702,-87.752247101,0,MOTOR VEHICLE THEFT,3,0,1,5
41.706317472,-87.61974239,0,BATTERY,6,0,5,6
41.803365154,-87.721721771,0,CRIMINAL DAMAGE,7,0,0,3
41.873214765,-87.718078564,0,BATTERY,1,0,1,6
41.887656223,-87.660086729,0,CRIMINAL DAMAGE,0,0,6,3
41.798353062,-87.701253865,0,DECEPTIVE PRACTICE,7,0,0,3
41.809347098,-87.618919216,0,ASSAULT,2,0,3,6
41.721716705,-87.576553159,0,BATTERY,5,0,7,6
41.873279972,-87.738264972,0,BATTERY,1,0,1,6
41.932180948,-87.644745673,0,BURGLARY,0,0,2,5
41.975786397,-87.769505291,1,MOTOR VEHICLE THEFT,3,0,4,5
41.693840666,-87.613406835,0,BATTERY,6,0,5,6
41.770608792,-87.620247348,0,MOTOR VEHICLE THEFT,2,0,3,5
41.891497273,-87.662279423,0,BURGLARY,0,0,6,5
41.767531585,-87.5751132,0,ASSAULT,5,0,7,6
41.924753918,-87.772100838,0,OTHER OFFENSE,3,0,4,2
41.747958924,-87.651243606,0,ASSAULT,6,0,5,6
41.789894992,-87.662038383,1,BATTERY,7,0,0,6
41.909240284,-87.65274758,1,THEFT,0,0,6,3
41.783228586,-87.721399855,0,MOTOR VEHICLE THEFT,7,0,0,5
41.682202134,-87.624028467,1,CRIMINAL DAMAGE,6,0,5,3
41.932191946,-87.64474923,0,THEFT,0,0,2,3
41.88291222,-87.694820957,0,BATTERY,1,0,1,6
41.961635711,-87.777064504,0,BATTERY,3,0,4,6
41.91065261,-87.66614577,0,ASSAULT,0,0,2,6
41.773489197,-87.640701048,0,THEFT,2,0,0,3
41.923648348,-87.682722415,0,CRIMINAL DAMAGE,4,0,2,3
41.728776957,-87.622395346,0,THEFT,6,0,5,3
41.927599841,-87.662187828,0,THEFT,4,0,2,3
41.86821682,-87.6304532,0,THEFT,0,0,6,3
41.896010197,-87.63716028,0,DECEPTIVE PRACTICE,0,0,6,3
41.85824231,-87.676011088,0,MOTOR VEHICLE THEFT,0,0,6,5
41.838814549,-87.623263115,0,MOTOR VEHICLE THEFT,2,0,3,5
41.788987036,-87.74147999,0,THEFT,7,0,0,3
41.890123156,-87.644789891,0,BURGLARY,0,0,6,5
41.947022323,-87.712726693,0,BURGLARY,4,0,1,5
41.785370804,-87.698444383,0,BATTERY,7,0,0,6
41.921815218,-87.724248015,0,THEFT,1,0,1,3
41.748672129,-87.611222431,0,CRIMINAL DAMAGE,2,0,3,3
41.778412025,-87.692155686,0,CRIMINAL DAMAGE,7,0,0,3
41.707875123,-87.657226804,0,CRIMINAL DAMAGE,6,0,5,3
41.8661265,-87.728437171,0,CRIMINAL DAMAGE,1,0,1,3
41.891948167,-87.628073894,0,DECEPTIVE PRACTICE,0,0,6,3
42.01980733,-87.668248096,0,BATTERY,4,0,2,6
41.817156358,-87.631228252,0,ASSAULT,2,0,3,6
41.884074783,-87.721867046,0,CRIMINAL DAMAGE,1,0,1,3
41.897887668,-87.628232605,0,THEFT,0,0,6,3
41.930334169,-87.639289833,0,CRIMINAL DAMAGE,0,0,2,3
41.852839331,-87.632911994,0,BURGLARY,0,0,3,5
41.970622141,-87.669488107,0,CRIMINAL DAMAGE,4,0,2,3
41.892544593,-87.745725635,0,THEFT,1,0,1,3
41.793280756,-87.651207026,0,BATTERY,2,0,0,6
41.791160785,-87.579836586,0,BURGLARY,5,0,3,5
41.742257691,-87.5539493,0,ASSAULT,5,0,7,6
41.927097215,-87.672045195,0,BURGLARY,4,0,2,5
41.891075546,-87.632564207,0,DECEPTIVE PRACTICE,0,0,6,3
41.830496901,-87.665859662,0,MOTOR VEHICLE THEFT,0,0,0,5
41.75672972,-87.562691263,0,BATTERY,5,0,7,6
41.882012735,-87.726311713,0,BATTERY,1,0,1,6
41.778785401,-87.684848686,0,WEAPONS VIOLATION,7,0,0,5
41.819027613,-87.665219378,0,ASSAULT,7,0,0,6
41.773671037,-87.645846171,0,THEFT,2,0,0,3
41.823408731,-87.64957756,0,THEFT,2,0,3,3
41.806119837,-87.66733415,1,OTHER OFFENSE,7,0,0,2
42.0099443,-87.665808282,0,THEFT,4,0,2,3
41.857742866,-87.66980886,0,ROBBERY,0,0,6,7
41.987143118,-87.804352097,0,THEFT,3,0,4,3
41.718791572,-87.638288801,0,OTHER OFFENSE,6,0,5,2
41.758032284,-87.610245211,0,THEFT,2,0,3,3
41.868219921,-87.664046556,0,CRIMINAL DAMAGE,0,0,6,3
41.777750747,-87.600396201,0,BATTERY,2,0,3,6
41.883090218,-87.680115442,0,ROBBERY,1,0,1,7
41.986989467,-87.840745861,0,THEFT,3,0,4,3
41.896774009,-87.640942565,0,ASSAULT,0,0,6,6
41.903740503,-87.641668112,0,THEFT,0,0,6,3
41.774901923,-87.628422811,0,ASSAULT,2,0,3,6
41.891694878,-87.626155832,1,THEFT,0,0,6,3
41.909579367,-87.749742855,1,NARCOTICS,3,0,1,4
41.987819537,-87.655317304,0,THEFT,4,0,2,3
41.701983347,-87.565128671,0,THEFT,5,0,7,3
41.798628606,-87.605472453,0,THEFT,2,0,3,3
41.949344598,-87.782233327,0,BURGLARY,3,0,4,5
41.78667888,-87.629067499,1,WEAPONS VIOLATION,2,0,3,5
41.744092095,-87.665710996,0,ASSAULT,6,0,0,6
41.796942971,-87.684115567,0,THEFT,7,0,0,3
41.919102267,-87.717762902,0,CRIMINAL DAMAGE,1,0,1,3
41.979006297,-87.906463155,0,THEFT,3,1,4,3
41.868041247,-87.72104694,0,WEAPONS VIOLATION,1,0,1,5
41.770563348,-87.716212105,0,CRIMINAL TRESPASS,7,0,0,3
41.788987036,-87.74147999,0,THEFT,7,0,0,3
41.89579008,-87.761849722,0,SEX OFFENSE,3,0,1,7
41.808679656,-87.65923435,1,OTHER OFFENSE,2,0,0,2
41.867523052,-87.619857891,0,CRIMINAL DAMAGE,0,0,6,3
41.854030049,-87.674604333,0,CRIMINAL TRESPASS,0,0,6,3
41.847128473,-87.691121329,1,ASSAULT,1,0,1,6
41.881609458,-87.657546635,1,ASSAULT,0,0,6,6
41.830954079,-87.630703226,1,BATTERY,2,0,3,6
41.734734365,-87.610876635,0,CRIMINAL DAMAGE,6,0,3,3
41.873907817,-87.632604904,0,MOTOR VEHICLE THEFT,0,0,6,5
41.898006107,-87.732033596,0,MOTOR VEHICLE THEFT,1,0,1,5
41.975368669,-87.745851197,0,BURGLARY,3,0,4,5
41.763539578,-87.600634932,0,CRIMINAL TRESPASS,2,0,7,3
41.98262954,-87.65658978,0,MOTOR VEHICLE THEFT,4,0,2,5
41.825042387,-87.617284517,0,OTHER OFFENSE,2,0,3,2
41.903129139,-87.680682645,0,THEFT,1,0,2,3
41.858277842,-87.727380521,0,CRIMINAL DAMAGE,1,0,1,3
41.902664851,-87.642594393,1,BATTERY,0,0,6,6
41.741473774,-87.602534716,0,BATTERY,5,0,3,6
41.924087489,-87.757771988,0,THEFT,3,0,1,3
41.934888566,-87.681733482,0,ASSAULT,4,0,2,6
41.873182505,-87.743843189,1,NARCOTICS,1,0,1,4
41.760830887,-87.564097307,0,DECEPTIVE PRACTICE,5,0,7,3
41.778286078,-87.703119113,0,ROBBERY,7,0,0,7
41.736445984,-87.702044445,0,CRIMINAL DAMAGE,7,0,0,3
41.931319896,-87.762995348,0,BATTERY,3,0,1,6
41.887338112,-87.624551258,0,THEFT,0,0,6,3
41.754592961,-87.741528537,0,THEFT,7,0,0,3
41.725033524,-87.607007042,0,BATTERY,6,0,3,6
41.931582515,-87.742747165,0,ASSAULT,3,0,1,6
41.972626727,-87.725724208,0,MOTOR VEHICLE THEFT,4,0,1,5
41.923629833,-87.791167135,0,ASSAULT,3,0,4,6
41.778047465,-87.586387726,0,CRIMINAL DAMAGE,5,0,7,3
41.946648722,-87.702084879,0,ROBBERY,4,0,1,7
41.897244981,-87.720430139,0,OTHER OFFENSE,1,0,1,2
41.748731085,-87.712910561,1,WEAPONS VIOLATION,7,0,0,5
41.720854695,-87.643196976,1,WEAPONS VIOLATION,6,0,5,5
41.745926278,-87.662111843,0,THEFT,6,0,0,3
41.767363413,-87.581258802,0,THEFT,5,0,7,3
41.925174426,-87.666508943,0,THEFT,4,0,2,3
41.692358646,-87.623096746,0,ASSAULT,6,0,5,6
41.900947441,-87.769253175,0,DECEPTIVE PRACTICE,3,0,1,3
41.815844672,-87.6681285,1,WEAPONS VIOLATION,7,0,0,5
41.758247514,-87.562720751,0,BATTERY,5,0,7,6
41.956175468,-87.683674765,0,THEFT,4,0,2,3
41.846071802,-87.638755278,0,THEFT,0,0,3,3
41.796029941,-87.646043675,0,OTHER OFFENSE,2,0,0,2
41.95152966,-87.648290845,0,CRIMINAL DAMAGE,4,0,2,3
41.947894294,-87.8070955,0,DECEPTIVE PRACTICE,3,0,4,3
41.888151171,-87.63995963,0,THEFT,0,0,6,3
41.901177184,-87.64528826,1,OTHER OFFENSE,0,0,6,2
41.931382998,-87.711202502,0,BATTERY,1,0,1,6
41.939535294,-87.681384786,0,THEFT,4,0,2,3
42.010350467,-87.695741052,0,BATTERY,4,0,2,6
41.823376557,-87.652014016,1,BATTERY,2,0,3,6
41.758277853,-87.62233006,0,ASSAULT,2,0,3,6
41.885005056,-87.624477892,0,DECEPTIVE PRACTICE,0,0,6,3
41.971029037,-87.659724304,1,CRIMINAL TRESPASS,4,0,2,3
41.900059954,-87.72134357,1,NARCOTICS,1,0,1,4
41.758505506,-87.562724995,0,NARCOTICS,5,0,7,4
41.773842159,-87.644634557,0,THEFT,2,0,0,3
41.926755059,-87.642367657,0,THEFT,0,0,2,3
41.787886973,-87.587846581,0,CRIMINAL DAMAGE,2,0,3,3
41.685320047,-87.623196127,0,BATTERY,6,0,5,6
41.708047388,-87.65016046,0,ASSAULT,6,0,5,6
41.745036185,-87.602582264,0,THEFT,5,0,3,3
41.71490135,-87.550965185,1,ASSAULT,5,0,7,6
41.994913946,-87.881937669,0,MOTOR VEHICLE THEFT,3,1,4,5
41.771375901,-87.653070469,1,BATTERY,2,0,0,6
41.751464464,-87.644063902,0,THEFT,6,0,5,3
41.994019837,-87.713281946,0,THEFT,4,0,1,3
41.976135683,-87.714768362,0,MOTOR VEHICLE THEFT,4,0,1,5
41.833037136,-87.681461242,0,CRIMINAL DAMAGE,7,0,0,3
41.973125632,-87.846512283,0,CRIMINAL DAMAGE,3,0,4,3
41.942309449,-87.760026727,0,ROBBERY,3,0,4,7
41.749705611,-87.650078081,0,MOTOR VEHICLE THEFT,6,0,5,5
41.834650079,-87.616847182,0,THEFT,2,0,3,3
41.990826303,-87.803858117,0,MOTOR VEHICLE THEFT,3,0,4,5
41.949109958,-87.739574719,0,CRIMINAL DAMAGE,3,0,4,3
41.880231518,-87.663109694,0,DECEPTIVE PRACTICE,0,0,6,3
41.757423116,-87.632847291,0,ASSAULT,2,0,3,6
41.854232827,-87.662228624,0,BATTERY,0,0,6,6
41.773371528,-87.665319468,0,BATTERY,7,0,0,6
41.997132724,-87.676452554,0,CRIMINAL SEXUAL ASSAULT,4,0,2,8
41.767503291,-87.690655093,0,MOTOR VEHICLE THEFT,7,0,0,5
41.736783409,-87.559723854,0,OTHER OFFENSE,5,0,7,2
41.773511344,-87.570958858,0,CRIMINAL DAMAGE,5,0,7,3
41.864423657,-87.718867725,0,THEFT,1,0,1,3
41.823628586,-87.632779182,0,THEFT,2,0,3,3
41.656343489,-87.602334237,0,WEAPONS VIOLATION,6,0,5,5
41.893652298,-87.622725822,0,CRIMINAL DAMAGE,0,0,6,3
41.87950297,-87.626723575,0,ASSAULT,0,0,6,6
41.796087163,-87.723243221,0,BATTERY,7,0,0,6
42.011249298,-87.696008048,0,OBSCENITY,4,0,2,2
41.956936168,-87.758388282,1,BATTERY,3,0,4,6
41.879630056,-87.736656448,1,NARCOTICS,1,0,1,4
41.799604077,-87.762507092,0,BATTERY,7,0,0,6
41.726560961,-87.608129133,0,THEFT,6,0,3,3
41.915474358,-87.68533691,0,CRIMINAL DAMAGE,1,0,2,3
41.896412917,-87.718785232,0,MOTOR VEHICLE THEFT,1,0,1,5
41.669514263,-87.575323856,0,CRIMINAL DAMAGE,5,-1,7,3
41.976838165,-87.789568636,0,BATTERY,3,0,4,6
41.880432396,-87.624355843,0,THEFT,0,0,6,3
41.824675709,-87.617013434,0,THEFT,2,0,3,3
41.816196221,-87.644888985,0,ASSAULT,2,0,3,6
41.88171846,-87.627760426,0,THEFT,0,0,6,3
41.811113123,-87.687776372,1,BATTERY,7,0,0,6
41.783272181,-87.612091962,0,DECEPTIVE PRACTICE,2,0,3,3
41.89259826,-87.65582947,0,THEFT,0,0,6,3
41.932738985,-87.648117094,0,DECEPTIVE PRACTICE,0,0,2,3
41.951738436,-87.664147732,0,THEFT,4,0,2,3
41.879086132,-87.686376648,0,THEFT,1,0,1,3
41.754198929,-87.649766555,0,DECEPTIVE PRACTICE,6,0,5,3
41.855118781,-87.631844657,0,THEFT,0,0,3,3
41.880173915,-87.647312948,0,THEFT,0,0,6,3
41.893118593,-87.680758857,0,THEFT,1,0,1,3
41.891990384,-87.611461502,0,ASSAULT,0,0,6,6
41.722578383,-87.662706548,1,THEFT,6,0,5,3
42.006925028,-87.680965763,0,DECEPTIVE PRACTICE,4,0,2,3
41.772958808,-87.66892007,1,BATTERY,7,0,0,6
41.759466302,-87.662516877,0,BATTERY,6,0,0,6
41.807095844,-87.612617078,0,THEFT,2,0,3,3
41.771431547,-87.63625814,0,ASSAULT,2,0,0,6
41.881776822,-87.620767948,0,CRIMINAL DAMAGE,0,0,6,3
41.749799891,-87.667066415,0,MOTOR VEHICLE THEFT,6,0,0,5
41.734691768,-87.552754789,0,CRIMINAL SEXUAL ASSAULT,5,0,7,8
41.689854491,-87.624215343,0,BATTERY,6,0,5,6
41.775870198,-87.742187184,0,INTIMIDATION,7,0,0,5
41.946241881,-87.655743334,1,THEFT,4,0,2,3
41.891351564,-87.749093455,0,THEFT,1,0,1,3
41.994478611,-87.698312697,0,DECEPTIVE PRACTICE,4,0,2,3
42.01106485,-87.687068421,1,BATTERY,4,0,2,6
41.78210152,-87.586502002,0,DECEPTIVE PRACTICE,5,0,7,3
41.806566224,-87.750462281,0,ROBBERY,7,0,0,7
41.877044066,-87.729134707,0,CRIMINAL DAMAGE,1,0,1,3
41.769167312,-87.592377944,0,CRIMINAL DAMAGE,5,0,7,3
41.735779371,-87.6637893,0,BATTERY,6,0,5,6
41.666119868,-87.641516349,0,THEFT,6,0,5,3
41.924695973,-87.764785109,0,CRIMINAL DAMAGE,3,0,1,3
41.701132488,-87.662878158,0,MOTOR VEHICLE THEFT,6,0,5,5
41.876790076,-87.702317506,0,CRIMINAL DAMAGE,1,0,1,3
41.890732628,-87.637999874,0,DECEPTIVE PRACTICE,0,0,6,3
41.888442323,-87.648693517,0,CRIMINAL DAMAGE,0,0,6,3
41.965320149,-87.663314347,1,THEFT,4,0,2,3
41.783113653,-87.620548794,1,ASSAULT,2,0,3,6
41.903775756,-87.639324074,1,THEFT,0,0,6,3
41.748921182,-87.697484398,0,THEFT,7,0,0,3
41.738223037,-87.551447953,0,ROBBERY,5,0,7,7
41.907076706,-87.680921635,0,CRIMINAL DAMAGE,1,0,2,3
41.904457039,-87.66819396,0,THEFT,0,0,2,3
41.880287347,-87.761752861,1,BATTERY,3,0,1,6
41.87227988,-87.629365941,0,CRIMINAL DAMAGE,0,0,6,3
41.731118679,-87.54431686,0,MOTOR VEHICLE THEFT,5,0,7,5
41.797767361,-87.605111794,0,BATTERY,2,0,3,6
41.744924864,-87.661217172,0,CRIMINAL DAMAGE,6,0,0,3
41.830759904,-87.645320037,0,THEFT,0,0,3,3
41.831203853,-87.612552184,0,BATTERY,2,0,3,6
41.855509267,-87.683285005,0,MOTOR VEHICLE THEFT,1,0,1,5
41.695646959,-87.618326154,0,BATTERY,6,0,5,6
41.721623049,-87.624701342,0,BATTERY,6,0,5,6
41.789658285,-87.665685774,0,BATTERY,7,0,0,6
41.917656022,-87.688750258,1,THEFT,1,0,2,3
41.929205655,-87.674584828,0,DECEPTIVE PRACTICE,4,0,2,3
41.736636821,-87.545821131,1,NARCOTICS,5,0,7,4
41.747724278,-87.596787474,0,BATTERY,5,0,3,6
41.96649284,-87.721480346,0,BATTERY,4,0,1,6
41.890506846,-87.655778117,0,THEFT,0,0,6,3
41.857509786,-87.623926319,0,THEFT,0,0,3,3
41.955085018,-87.787301426,0,SEX OFFENSE,3,0,4,7
41.930228518,-87.643616409,0,CRIMINAL DAMAGE,0,0,2,3
41.852901521,-87.628275435,0,CRIMINAL DAMAGE,0,0,3,3
41.77426566,-87.602144255,0,MOTOR VEHICLE THEFT,2,0,3,5
41.808526552,-87.67255813,1,ROBBERY,7,0,0,7
41.781626463,-87.64122945,1,OTHER OFFENSE,2,0,0,2
41.759298231,-87.63207187,0,BATTERY,2,0,3,6
41.985451596,-87.668032008,0,BATTERY,4,0,2,6
41.895457331,-87.62974689,0,CRIMINAL DAMAGE,0,0,6,3
41.99267891,-87.664101621,0,THEFT,4,0,2,3
41.887498886,-87.716090576,0,ROBBERY,1,0,1,7
41.977988978,-87.769857311,0,CRIMINAL DAMAGE,3,0,4,3
41.781585977,-87.608411402,0,CRIMINAL DAMAGE,2,0,3,3
41.970851285,-87.719544826,0,MOTOR VEHICLE THEFT,4,0,1,5
41.884187759,-87.653608441,0,THEFT,0,0,6,3
41.823903541,-87.611588441,0,CRIMINAL DAMAGE,2,0,3,3
41.776549528,-87.796726444,0,MOTOR VEHICLE THEFT,7,0,0,5
41.882363578,-87.755487899,0,BATTERY,1,0,1,6
41.99816816,-87.662370222,0,ASSAULT,4,0,2,6
41.75375261,-87.645336789,0,CRIMINAL DAMAGE,6,0,5,3
41.755857224,-87.612615222,0,HOMICIDE,2,0,3,10
41.899210655,-87.637272446,1,BATTERY,0,0,6,6
41.858726294,-87.664773277,0,OTHER OFFENSE,0,0,6,2
41.685593638,-87.650683608,0,ASSAULT,6,0,5,6
41.757608973,-87.611444783,0,DECEPTIVE PRACTICE,2,0,3,3
41.715208046,-87.620460834,1,ASSAULT,6,0,5,6
41.908174653,-87.754689436,0,MOTOR VEHICLE THEFT,3,0,1,5
41.855190551,-87.623871195,0,BATTERY,0,0,3,6
41.780328363,-87.717896689,1,BATTERY,7,0,0,6
41.929880903,-87.638758205,0,THEFT,0,0,2,3
41.838092148,-87.712176626,0,BATTERY,1,0,1,6
41.96433771,-87.662372317,0,THEFT,4,0,2,3
41.679759298,-87.630219868,0,BATTERY,6,0,5,6
41.851912036,-87.694622835,0,ASSAULT,1,0,1,6
41.761913701,-87.686840268,0,THEFT,7,0,0,3
41.89002011,-87.621587158,0,ASSAULT,0,0,6,6
41.875802631,-87.751250938,1,WEAPONS VIOLATION,1,0,1,5
41.878612562,-87.684640893,0,MOTOR VEHICLE THEFT,1,0,1,5
41.891692518,-87.626218294,0,THEFT,0,0,6,3
41.90413492,-87.749226723,1,BURGLARY,3,0,1,5
41.869115675,-87.656745691,0,THEFT,0,0,6,3
41.777804165,-87.599306718,0,THEFT,2,0,3,3
41.883222599,-87.626469601,1,BATTERY,0,0,6,6
41.817598263,-87.613067952,1,MOTOR VEHICLE THEFT,2,0,3,5
41.905743783,-87.659668967,0,OFFENSE INVOLVING CHILDREN,0,0,2,5
41.894070288,-87.723597144,1,NARCOTICS,1,0,1,4
41.803565905,-87.694076255,0,CRIMINAL TRESPASS,7,0,0,3
41.81622745,-87.599403723,1,WEAPONS VIOLATION,2,0,3,5
42.004639449,-87.672865341,0,MOTOR VEHICLE THEFT,4,0,2,5
41.877720707,-87.626074914,0,STALKING,0,0,6,6
41.867843601,-87.642209396,0,THEFT,0,0,6,3
41.899324733,-87.692707015,0,DECEPTIVE PRACTICE,1,0,2,3
41.669887973,-87.635634462,1,BATTERY,6,0,5,6
41.968892414,-87.751794214,0,CRIMINAL DAMAGE,3,0,4,3
41.977043475,-87.76899404,0,DECEPTIVE PRACTICE,3,0,4,3
41.885731591,-87.633313023,0,CRIMINAL DAMAGE,0,0,6,3
41.760284994,-87.61237142,1,WEAPONS VIOLATION,2,0,3,5
41.925078949,-87.673734337,0,THEFT,4,0,2,3
41.919449324,-87.724178656,0,MOTOR VEHICLE THEFT,1,0,1,5
41.742433848,-87.663236494,0,ROBBERY,6,0,0,7
41.908242283,-87.710442684,0,CRIMINAL DAMAGE,1,0,1,3
41.876713651,-87.750695557,0,ASSAULT,1,0,1,6
41.773892091,-87.58630763,0,THEFT,5,0,7,3
41.94654278,-87.663999897,0,OTHER OFFENSE,4,0,2,2
41.798738552,-87.791759018,0,CRIMINAL DAMAGE,7,0,0,3
41.976290414,-87.905227221,0,BATTERY,3,1,4,6
41.893541578,-87.629701805,0,THEFT,0,0,6,3
41.736715257,-87.544453539,0,THEFT,5,0,7,3
41.886843497,-87.765098817,0,ROBBERY,3,0,1,7
41.97434156,-87.754340964,0,BURGLARY,3,0,4,5
41.762026485,-87.579275866,0,BATTERY,5,0,7,6
41.991376844,-87.656853941,0,THEFT,4,0,2,3
41.747522203,-87.578338939,0,ASSAULT,5,0,7,6
41.769485611,-87.672438396,0,OTHER OFFENSE,7,0,0,2
41.886630263,-87.660152588,1,LIQUOR LAW VIOLATION,0,0,6,2
41.775714162,-87.738540813,0,CRIMINAL DAMAGE,7,0,0,3
41.880318816,-87.759259218,0,ROBBERY,3,0,1,7
41.90228532,-87.752476145,1,NARCOTICS,3,0,1,4
41.734434663,-87.567152857,0,THEFT,5,0,7,3
41.831851226,-87.635166325,0,BATTERY,2,0,3,6
41.783365222,-87.622173961,1,BURGLARY,2,0,3,5
41.94767248,-87.81686807,0,MOTOR VEHICLE THEFT,3,0,4,5
41.859643265,-87.646699134,0,THEFT,0,0,6,3
41.819958109,-87.723981548,1,CRIMINAL TRESPASS,7,0,0,3
41.975798373,-87.752639755,0,OTHER OFFENSE,3,0,4,2
41.910533949,-87.73001666,0,ASSAULT,1,0,1,6
41.717323873,-87.549250917,1,NARCOTICS,5,0,7,4
41.75568028,-87.640507739,1,NARCOTICS,6,0,5,4
41.884291199,-87.661392684,0,THEFT,0,0,6,3
41.862916408,-87.709583233,0,ASSAULT,1,0,1,6
41.893676841,-87.631176812,0,DECEPTIVE PRACTICE,0,0,6,3
41.932881659,-87.640794738,0,ASSAULT,0,0,2,6
41.889453169,-87.627994833,0,THEFT,0,0,6,3
41.884897329,-87.754014481,1,NARCOTICS,1,0,1,4
41.908543264,-87.649977652,0,BURGLARY,0,0,6,5
41.678427129,-87.680739677,0,BURGLARY,6,0,5,5
41.881230048,-87.725683837,0,CRIMINAL SEXUAL ASSAULT,1,0,1,8
41.810953586,-87.613817332,0,DECEPTIVE PRACTICE,2,0,3,3
41.882600311,-87.669338752,1,NARCOTICS,0,0,1,4
41.917097558,-87.77548942,0,CRIMINAL DAMAGE,3,0,4,3
41.999420651,-87.671072481,0,BATTERY,4,0,2,6
41.882209791,-87.76703474,0,THEFT,3,0,1,3
41.656445526,-87.545905939,0,OTHER OFFENSE,5,0,7,2
41.889582108,-87.626649232,0,THEFT,0,0,6,3
42.015939642,-87.675191881,0,ASSAULT,4,0,2,6
41.759283913,-87.741709017,0,BATTERY,7,0,0,6
41.876265763,-87.651863802,1,BATTERY,0,0,6,6
41.989766808,-87.660258783,0,WEAPONS VIOLATION,4,0,2,5
41.952802319,-87.648641167,1,CRIMINAL DAMAGE,4,0,2,3
41.865767666,-87.654416695,0,DECEPTIVE PRACTICE,0,0,6,3
41.795349621,-87.667049602,1,CRIMINAL DAMAGE,7,0,0,3
42.015429896,-87.683013174,0,ASSAULT,4,0,2,6
41.809892032,-87.639318659,0,MOTOR VEHICLE THEFT,2,0,3,5
41.691669262,-87.623895181,0,MOTOR VEHICLE THEFT,6,0,5,5
41.94251952,-87.644472714,0,THEFT,4,0,2,3
41.86985924,-87.721290269,0,THEFT,1,0,1,3
41.863588895,-87.703075093,0,DECEPTIVE PRACTICE,1,0,1,3
41.974085476,-87.657754064,0,OTHER OFFENSE,4,0,2,2
41.902994061,-87.721440447,0,MOTOR VEHICLE THEFT,1,0,1,5
41.890013524,-87.631664996,0,THEFT,0,0,6,3
41.673548279,-87.616795523,0,MOTOR VEHICLE THEFT,6,0,5,5
41.685550423,-87.653114971,0,CRIMINAL DAMAGE,6,0,5,3
41.976753039,-87.816894286,0,CRIMINAL DAMAGE,3,0,4,3
41.937881859,-87.645856799,0,CRIMINAL DAMAGE,0,0,2,3
41.866517317,-87.695178701,1,BATTERY,1,0,1,6
41.721374202,-87.617758963,1,OTHER OFFENSE,6,0,3,2
41.726217231,-87.567419012,0,BURGLARY,5,0,7,5
41.774363249,-87.706405642,0,CRIMINAL DAMAGE,7,0,0,3
41.813974317,-87.622961627,0,THEFT,2,0,3,3
41.857543447,-87.684376658,0,OTHER OFFENSE,1,0,1,2
41.705897921,-87.628243231,0,MOTOR VEHICLE THEFT,6,0,5,5
41.971185345,-87.676277944,0,MOTOR VEHICLE THEFT,4,0,2,5
41.755444124,-87.647803576,0,BATTERY,6,0,5,6
41.766102387,-87.573539169,0,BATTERY,5,0,7,6
42.017704804,-87.690806314,0,MOTOR VEHICLE THEFT,4,0,2,5
41.70623989,-87.624500414,0,ASSAULT,6,0,5,6
41.824490837,-87.612466051,0,DECEPTIVE PRACTICE,2,0,3,3
41.774473741,-87.603362688,0,OTHER OFFENSE,2,0,3,2
